都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号
東京都,江戸川区,道路台帳,平板,500,2.8KM2,江戸川区,大洋測量設計他3社,"57.5.1,57.12.20",
東京都,葛飾区,道路台帳,平板,500,0.5KM2,葛飾区,日本測量,"57.5.11,57.12.9",
東京都,葛飾区,道路台帳,平板,500,0.6KM2,葛飾区,中庭測量,"57.6.12,57.12.9",
東京都,江戸川区,道路台帳,平板,500,1.9KM2,江戸川区,大洋測量設計他3社,"57.6.1,58.3.30",
東京都,練馬区,都市計画,平板,500,0.1KM2,練馬区,川寿測量,"57.8.2,57.9.30",
東京都,東村山市,道路台帳,平板,500,0.3KM2,東村山市,"パシフイック航業,日本測量","57.7.16,58.1.24",
東京都,武蔵村山市,道路台帳,平板,500,0.2KM2,武蔵村山市,第一航業,"57.8.16,58.1.10",
東京都,東村山市,道路台帳,平板,500,0.1KM2,東村山市,パシフイック測量調査,"57.9.8,58.2.28",
東京都,府中市,土地区画整理,平板,500,1.0KM2,府中市,都市開発測量,"57.11.4,58.3.31",
神奈川県,秦野市,道路台帳,基準点,1級,27point,秦野市,パシフイック航業,"57.4.12,57.7.31",
神奈川県,横浜市,都市計画,基準点,1級,150point,横浜市,"パシフイック航業,国際航業","57.6.1,58.3.31",
神奈川県,小田原市,都市計画,"基準点,基準点","1級,,2級","29point,42point",小田原市,国際航業,"57.9.20,58.3.22",
神奈川県,綾瀬市,道路台帳,基準点,3級,137point,綾瀬市,桂測量設計,"57.12.17,58.3.20",
神奈川県,川崎市,地盤沈下,水準,1級,280.0km,川崎市,八州,"57.10.1,58.3.31",666
神奈川県,厚木市,地盤沈下,水準,1級,38.5km,厚木市,三枝測量設計,"57.12.1,58.2.28",770
神奈川県,海老名市,地盤沈下,水準,1級,66.0km,海老名市,パシフイック航業,"57.10.31,58.1.31",699
神奈川県,,地盤沈下,水準,1級,8.1km,鎌倉市,パシフイック航業,"57.12.1,58.3.30",848
神奈川県,茅ケ崎市,地盤沈下,水準,1級,60.0km,茅ヶ崎市,パシフイック航業,"57.11.1,58.3.31",771
神奈川県,平塚市,地盤沈下,水準,1級,127.2km,平塚市,三枝測量設計,"57.10.8,58.3.30",768
神奈川県,藤沢市,地盤沈下,水準,1級,36.0km,藤沢市,三枝測量設計,"57.11.1,58.2.28",772
神奈川県,横浜市,地盤沈下,水準,1級,526.0km,横浜市,パシフイック航業,"57.11.1,58.3.10",846
神奈川県,寒川町,地盤沈下,水準,1級,22.0km,寒川町,三枝測量設計,"57.11.1,58.2.28",767
神奈川県,川崎市,都市計画及び課税客体調査,撮影,10000,270.0KM2,川崎市,国際航業,"57.12.20,58.2.28",1287
神奈川県,横浜市,道路計画,"撮影,図化","4000,,500","12.5KM2,0.9KM2",関東地建横浜国道工事事務所,パシフイック航業,"57.10.17,58.1.25",
神奈川県,海老名市,下水道台帳,"撮影,図化","4000,,500","10.0KM2,2.5KM2",海老名市,パシフイック航業,"57.5.14,57.10.12",253
神奈川県,藤沢市,都市計画,"撮影,撮影,図化,図化修正","4000,,12500,,500,,2500","108.6KM2,108.6KM2,69.6KM2,69.6KM2",藤沢市,パシフイック航業,"57.12.20,58.3.20",1197
神奈川県,城山町,道路計画,"撮影,図化","6000,,1000","4.3KM2,1.6KM2",城山町,朝日航洋,"58.2.3,58.3.25",
神奈川県,横浜市,道路計画,"撮影,図化","7000,,1000","20.0KM2,2.3KM2",日本道路公団東京第一建設局,朝日航洋,"57.8.14,57.12.11",667
神奈川県,城山町,道路計画,"撮影,図化","8000,,1000","6.3KM2,1.8KM2",城山町,東洋航空事業,"57.5.24,57.11.18",
神奈川県,伊勢原市,都市計画,"撮影,図化","10000,,2500","90.0KM2,55.7KM2",伊勢原市,パシフイック航業,"57.4.19,57.12.20",222
神奈川県,横浜市,都市計画,"撮影,図化","11000,,2500","100.4KM2,100.4KM2",横浜市,東洋航空事業,"57.7.27,58.3.31",397
神奈川県,南足柄市,都市計画,"撮影,図化","12500,,2500","115.5KM2,32.7KM2",南足柄市,パシフイック航業,"57.4.23,57.9.30",95
神奈川県,津久井町,都市計画,"撮影,図化","12500,,2500","60.0KM2,25.0KM2",津久井町,八州,"57.11.6,58.3.25",1032
神奈川県,,鉄道計画,"撮影,図化","12500,,2500","41.4KM2,22.5KM2",日本国有鉄道東京第二工事局,東日本航空,"57.12.9,58.3.18",
神奈川県,愛川町,都市計画及び道路台帳,"図化,図化修正","500,,2500","4.5KM2,19.6KM2",愛川町,アジア航測,"57.6.18,57.12.20",1284
神奈川県,三浦市,道路台帳,平板,500,0.6KM2,三浦市,パシフイック航業,"57.5.1,57.11.30",
神奈川県,三浦市,道路台帳,平板,500,0.2KM2,三浦市,パシフイック航業,"58.3.10,58.10.31",
神奈川県,相模原市,道路台帳,平板,500,4.1KM2,相模原市,小橋測量設計,"57.6.1,58.2.24",
神奈川県,厚木市,道路台帳,平板,500,0.3KM2,厚木市,"高崎測量工業社,三枝測量設計","57.9.27,58.2.28",
神奈川県,,道路台帳,平板,500,0.6KM2,南足柄市,上田建設コンサルタント,"57.11.1,58.2.28",
神奈川県,川崎市,道路計画,平板,500,0.2KM2,川崎市,江崎測量設計社,"57.10.1,58.1.28",
神奈川県,平塚市,土地区画整理,平板,500,0.1KM2,平塚市,都市計画センター,"57.11.5,58.2.12",
山梨県,甲府市,地盤沈下,水準,1級,85.5km,山梨県,山梨県技術センター,"57.9.1,57.12.25",908
山梨県,,道路台帳,"撮影,図化","4000,,500","206.0KM2,14.3KM2",山梨県,パシフイック航業他5社,"57.7.31,57.12.23",
山梨県,,河川計画,"撮影,図化","4000,,500","16.9KM2,1.3KM2",山梨県,第一航業,"57.9.22,58.3.15",
山梨県,高根町,地域振興事業調査,"撮影,撮影,図化,図化","4000,,10000,,500,,2000","9.4KM2,8.0KM2,0.7KM2,2.0KM2",山梨県,国際航業,"57.12.9,58.3.8",1156
山梨県,石和町,下水道計画,"撮影,図化","4000,,500","7.5KM2,0.1KM2",石和町,パシフイック航業,"57.4.26,57.7.10",225
山梨県,明野村,道路台帳,"撮影,図化","4000,,500","42.5KM2,2.9KM2",明野村,国際航業,"57.3.8,59.3.31",8
山梨県,塩山市,道路台帳,"撮影,図化","8000,,1000","55.1KM2,5.6KM2",塩山市,国際航業,"57.6.15,58.3.31",257
山梨県,長坂町,道路台帳,"撮影,図化","8000,,1000","40.4KM2,4.9KM2",長坂町,国際航業,"57.12.10,59.3.30",1045
山梨県,河口湖町,道路台帳,"撮影,図化,図化","8000,,500,,1000","80.0KM2,1.9KM2,10.6KM2",河口湖町,写測,"58.1.6,59.3.20",1214
山梨県,長坂町,ほ場整備,"撮影,図化","8000,,1000","21.0KM2,2.7KM2",長坂町,セントラル航空測量,"57.5.31,57.9.16",220
山梨県,白州町,ほ場整備,"撮影,図化","8000,,1000","75.0KM2,19.2KM2",白州町,パシフイック航業,"57.11.8,58.3.25",1302
山梨県県境長野県,"武川村,白州町,早川町,県境富士見町,長谷村",砂防計画,"撮影,図化","25000,,5000","450.0KM2,184.9KM2",関東地建富士川砂防工事事務所,"アジア航測,第一航業,パシフイック航業","57.6.7,58.2.12",841
山梨県,"境川村,八代町",土地改良,図化,1000,10.2KM2,山梨県笛吹川沿岸土地改良事務所,コクサイ航測,"57.9.18,58.2.24",775
山梨県,高根町,道路計画,図化,2500,0.9KM2,山梨県韮崎土木事務所,パシフイック航業,"57.7.27,57.9.26",
山梨県,芦川村,道路計画,図化,3000,5.0KM2,山梨県,パシフイック航業,"57.6.25,57.8.28",
山梨県,六郷町,農村総合整備,図化,5000,13.3KM2,山梨県峡南土地改良事務所,セントラル航空測量,"57.5.31,57.8.16",221
長野県,臼田町,深宇宙探査センター基幹整備,基準点,1級,4point,宇宙科学研究所,大成建設宇宙探査センター造成工事作業所,"57.9.22,57.12.30",
長野県,諏訪市,地盤沈下,水準,2級,58.0km,長野県諏訪建設事務所,協同測量社,"57.10.1,58.1.31",953
長野県,佐久市,道路計画,撮影,3000,28.0KM2,佐久市,東洋航空事業,"57.4.14,57.5.13",89
長野県,"長野市,真田町",気象観測計画,"撮影,空三","25000,,25000","144.0KM2,10model",気象庁,アジア航測,"57.7.20,57.11.30",609
長野県,小諸市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","20.0KM2,100.0KM2,13.9KM2,34.9KM2",小諸市,国際航業,"57.5.13,59.9.30",247
長野県,岡谷市,都市計画,"撮影,撮影,図化","4000,,8000,,1000","20.0KM2,40.0KM2,0.5KM2",岡谷市,パシフイック航業,"57.6.11,57.9.8",255
長野県,丸子町,下水道事業,"撮影,図化","4000,,500","5.7KM2,1.5KM2",丸子町,新日本航業,"57.7.1,57.11.30",
長野県,梓川村,道路台帳,"撮影,図化","4000,,500","32.7KM2,5.9KM2",梓川村,日研コンサルタンツ,"57.11.8,58.12.27",903
長野県,下條村,道路台帳,"撮影,図化","4000,,500","38.3KM2,7.5KM2",下条村,国際航業,"58.2.21,59.2.28",1329
長野県,佐久市,鉄道計画,"撮影,図化","4000,,500","10.5KM2,0.6KM2",日本鉄道建設公団東京支社,国際航業,"57.6.15,57.8.17",362
長野県,箕輪町,道路台帳及び都市計画,"撮影,撮影,図化,図化,図化,編集","8000,,30000,,1000,,2500,,10000,,20000","85.6KM2,85.6KM2,20.2KM2,48.0KM2,85.6KM2,85.0KM2",箕輪町,国際航業,"57.5.15,58.11.30",181
長野県,豊科町,道路台帳,"撮影,図化","8000,,1000","38.0KM2,12.5KM2",豊科町,日研コンサルタンツ,"57.11.1,60.3.10",843
長野県,飯島町,道路台帳及び都市計画,"撮影,撮影,図化,図化","8000,,30000,,1000,,10000","52.5KM2,113.0KM2,15.3KM2,92.5KM2",飯島町,東日本航空,"58.1.20,59.2.15",1324
長野県,宮田村,道路台帳,"撮影,図化","8000,,1000","50.0KM2,9.5KM2",宮田村,協同測量社,"57.8.5,58.2.28",437
長野県,高山村,道路台帳,"撮影,図化","8000,,1000","58.0KM2,17.5KM2",高山村,協同測量社,"57.11.10,59.3.31",910
長野県,美麻村,道路台帳,"撮影,図化","8000,,1000","55.0KM2,7.5KM2",美麻村,協同測量社,"57.12.2,60.3.10",1133
長野県,佐久市,都市計画,"撮影,図化","10000,,2500","11.5KM2,12.8KM2",佐久市,朝日航洋,"58.1.17,58.3.31",1211
長野県,諏訪市,都市計画,"撮影,撮影,図化,図化","12500,,30000,,2500,,10000","104.9KM2,300.0KM2,35.8KM2,71.1KM2",諏訪市,セントラル航空測量,"57.10.1,60.3.20",762
長野県,塩尻市,ほ場整備,"撮影,図化","15000,,5000","10.0KM2,2.0KM2",塩尻市,日研コンサルタンツ,"57.10.25,57.11.25",
長野県,茅野市,都市計画,図化,500,1.7KM2,茅野市,パシフイック航業,"57.12.28,58.3.25",
長野県,開田村,道路計画,"図化,図化","500,,1000","3.4KM2,1.2KM2",開田村,協同測量社,"57.12.13,59.3.20",
長野県,長野市,鉄道計画,図化,500,0.7KM2,日本鉄道建設公団東京支社,東洋航空事業,"57.6.15,57.8.17",
長野県,長野市,鉄道計画,図化,500,0.4KM2,日本鉄道建設公団東京支社,パシフイック航業,"57.8.3,57.9.27",
長野県,長野市,鉄道計画,図化,500,0.6KM2,日本鉄道建設公団東京支社,アジア航測,"57.7.31,57.9.30",
長野県,上松町,砂防計画,図化,1000,0.8KM2,中部地建多治見工事事務所,アジア航測,"57.6.30,57.7.29",
長野県,"大鹿村,上村",砂防計画,"図化,図化","1000,,2500","2.3KM2,7.8KM2",中部地建天竜川上流工事事務所,中日本航空,"57.11.9,58.2.28",
長野県,茅野市,道路計画,図化,1000,0.3KM2,茅野市,パシフイック航業,"57.7.16,57.9.30",
長野県,,河川改修,図化,2500,18.4KM2,北陸地建千曲川工事事務所,アジア航測,"57.10.14,58.3.26",
長野県,塩尻市,都市計画,図化,2500,40.5KM2,長野県松本建設事務所,日成測量,"58.2.2,58.3.25",1298
長野県,東部町,都市計画,図化,2500,14.5KM2,長野県上田建設事務所,協同測量社,"58.1.28,58.3.10",1297
長野県,岡谷市,都市計画,図化,2500,33.1KM2,長野県諏訪建設事務所,協同測量社,"58.2.5,58.3.25",1318
長野県,岡谷市,都市計画,図化,2500,5.8KM2,岡谷市,協同測量社,"58.2.9,58.3.28",1314
長野県,佐久市,土地区画整理,平板,500,0.6KM2,佐久市,朝日航洋,"57.12.8,58.2.28",
長野県,阿智村,道路台帳,平板,500,2.4KM2,阿智村,信濃測地,"57.9.27,58.2.28",
長野県,根羽村,道路台帳,平板,500,2.3KM2,根羽村,鈴木測量設計事務所,"57.12.1,58.3.31",
新潟県,青海町,土地区画整理,基準点,3級,2point,高畑土地区画整理組合,測量設計長部事務所,"58.4.18,58.5.31",
新潟県,朝日村,森林計画,基準点,図根点,20point,前橋営林局,中野測量航業,"57.9.4,57.11.11",
新潟県,新発田市,林野経営,基準点,図根点,7point,前橋営林局,玉野総合コンサルタント,"57.6.7,57.12.13",
新潟県,新潟市,地盤沈下,"水準,水準","1級,,2級","24.0km,52.0km",新潟県,中野測量航業,"57.8.21,57.10.31",308
新潟県,長岡市,地盤沈下,"水準,水準","1級,,2級","5.0km,97.0km",新潟県,八州,"57.8.21,57.10.31",310
新潟県,聖籠町,地盤沈下,水準,2級,34.5km,第一港湾建設局新潟港工事事務所,中野測量航業,"57.8.25,57.12.25",533
新潟県,南魚沼市,地盤沈下,水準,2級,60.0km,新潟県,セントラル航業,"57.8.21,57.10.31",311
新潟県,上越市,地盤沈下,水準,2級,137.0km,新潟県,協立コンサルタンツ,"57.8.21,57.10.31",309
新潟県,新潟市,地盤沈下,水準,2級,17.6km,新潟市,中野測量航業,"57.9.15,57.11.30",641
新潟県,妙高村,都市計画,撮影,12500,86.7KM2,妙高村,オリジナルサーベー,"57.9.10,57.10.30",705
新潟県,,森林計画,撮影,16000,1699.0KM2,新潟県農林水産部,パシフイック航業,"57.5.25,57.10.30",312
新潟県,村上市,道路台帳,"撮影,図化,図化","4000,,500,,1000","11.0KM2,4.8KM2,1.5KM2",村上市,オリジナルサーベー,"57.6.19,58.3.15",443
新潟県,黒川村,ほ場整備,"撮影,図化","8000,,1000","9.4KM2,3.9KM2",胎内川沿岸土地改良区,国際航業,"57.9.27,58.2.6",708
新潟県,名立町,道路台帳,"撮影,図化","8000,,1000","70.8KM2,4.7KM2",名立町,国際航業,"57.5.20,60.3.30",100
新潟県,頸城村,ほ場整備,"撮影,図化","8000,,1000","10.2KM2,6.2KM2",頸城村,中野測量航業,"57.9.18,58.3.16",707
新潟県,寺泊町,都市計画,"撮影,図化","12500,,2500","40.0KM2,3.1KM2",寺泊町,セントラル航空測量,"57.5.1,57.7.31",99
新潟県,安田町,都市計画,"撮影,図化","12000,,2500","98.7KM2,40.8KM2",安田町,国際航業,"57.7.10,57.9.30",401
新潟県,"新井市,中郷村,妙高村",農地開発,"撮影,図化","20000,,5000","49.5KM2,14.5KM2",北陸農政局,アジア航測,"57.5.10,57.7.15",102
新潟県,安塚町,総合計画,"撮影,図化","20000,,5000","97.6KM2,70.4KM2",安塚町,オリジナルサーベー,"57.6.14,57.10.11",440
新潟県,高柳町,農村総合整備,"撮影,図化","20000,,5000","104.8KM2,64.4KM2",高柳町,オリジナルサーベー,"57.7.1,57.8.31",441
新潟県,黒川村,農村総合整備,"撮影,図化","20000,,5000","166.6KM2,74.5KM2",黒川村,オリジナルサーベー,"57.7.1,57.8.31",442
新潟県,十日町市,総合計画,"撮影,図化修正","25000,,5000","92.5KM2,167.0KM2",十日町市,中野測量航業,"57.7.26,57.11.30",488
新潟県,十日町市,下水道計画,図化,500,2.3KM2,十日町市,国際航業,"57.6.11,57.8.17",
新潟県,柏崎市,配管計画,図化,500,2.1KM2,柏崎市,パシフイック航業,"57.12.20,58.3.31",
新潟県,刈羽村,道路計画,図化,500,3.2KM2,刈羽村,新日本アド・サービス,"58.2.1,61.3.31",
新潟県,新潟市,鉄道計画,図化,500,0.1KM2,日本国有鉄道信濃川工事局,パシフイック航業,"57.11.20,58.1.31",
新潟県,柿崎町,道路計画,図化,1000,0.8KM2,北陸地建高田工事事務所,アジア航測,"57.9.25,57.11.28",
新潟県,柏崎市,道路計画,図化,1000,0.3KM2,北陸地建長岡国道工事事務所,国際航業,"57.9.13,57.12.1",
新潟県,下田村,農業基盤整備,図化,1000,4.7KM2,北陸農政局下田開拓建設事業所,アジア航測,"57.7.12,57.9.14",
新潟県,湯沢町,ダム計画,図化,1000,10.0KM2,北陸地建湯沢砂防工事事務所,アジア航測,"57.7.13,57.12.15",316
新潟県,村上市,道路台帳,図化,1000,0.2KM2,村上市,オリジナルサーベー,"58.3.15,58.12.25",
新潟県,刈羽村,ほ場整備,"図化,図化","1000,,5000","7.6KM2,15.1KM2",刈羽村,中野測量航業,"57.5.18,57.10.14",186
新潟県,"新潟市,聖籠町",都市計画,図化,2500,128.7KM2,新潟県,"セントラル航業,中野測量航業","57.5.27,57.12.25",97
新潟県,新井市,都市計画,図化,2500,6.9KM2,新井市,中野測量航業,"57.5.19,57.6.24",96
新潟県,出雲崎町,農村総合整備,"図化,図化","2500,,5000","4.0KM2,42.8KM2",出雲崎町,中野測量航業,"57.5.1,57.9.30",135
新潟県,朝日村,農地開発,図化,2500,2.3KM2,農用地開発公団阿武隈八溝事務所,東日本航空,"57.11.13,58.1.31",
新潟県,新潟市,都市計画,平板,500,0.2KM2,新潟市,開発技建,"57.10.10,57.11.30",
新潟県,小出町,土地区画整理,平板,500,0.2KM2,小出町,昭和測量工業,"57.7.2,58.2.20",
新潟県,味方村,道路台帳,平板,500,2.2KM2,味方村,オリジナルサーベー,"57.11.29,58.12.12",
新潟県,新潟市,土地区画整理,平板,500,0.1KM2,流通センター土地区画整理組合,総合都市開発,"58.3.31,58.4.20",
富山県,小矢部市,道路計画,"撮影,図化","4000,,500","2.4KM2,0.3KM2",富山県小矢部土木事務所,北陸航測,"57.12.15,58.3.25",
富山県,大沢野町,道路計画,"撮影,図化","4000,,500","7.5KM2,0.5KM2",富山県富山土木事務所,北陸航測,"57.12.15,58.3.20",
富山県,氷見市,地すべり対策,"撮影,図化","8000,,1000","6.0KM2,1.0KM2",富山県高岡農地林務事務所,北日本測量,"57.5.1,57.7.30",103
富山県,八尾町,地すべり対策,"撮影,図化","8000,,1000","6.8KM2,0.9KM2",富山県,アジア航測,"57.5.16,57.8.31",98
富山県,井口村,ほ場整備,"撮影,図化","8000,,1000","7.4KM2,1.8KM2",富山県土地改良事業団体連合会,セントラル航業,"57.9.17,58.2.10",639
富山県,婦中町,都市計画,"撮影,図化","10000,,2500","50.8KM2,21.4KM2",婦中町,北陸航測,"58.3.15,58.6.30",1342
富山県,,河川計画,"撮影,図化","12500,,2500","162.2KM2,13.8KM2",北陸地建富山工事事務所,パシフイック航業,"57.9.28,58.3.10",
富山県,大山町,河川計画,"撮影,図化","15000,,2500","28.5KM2,3.0KM2",富山県富山農地林務事務所,アジア航測,"57.6.4,57.10.9",187
富山県,細入村,道路計画,図化,1000,0.5KM2,北陸地建富山工事事務所,アジア航測,"57.7.9,57.8.31",
富山県,滑川市,都市計画,図化,2500,33.7KM2,滑川市,アジア航測,"57.11.10,58.3.30",967
富山県,小杉町,都市計画,図化,2500,23.4KM2,小杉町,セントラル航業,"57.6.23,58.1.31",293
富山県,滑川市,土地区画整理,平板,500,0.4KM2,滑川市,三和測量建設,"57.10.29,58.3.19",
石川県,七尾市,地盤沈下,水準,1級,30.0km,石川県,国際航業,"57.7.30,58.3.30",506
石川県,小松市,河川改修,図化,1000,2.5KM2,北陸地建金沢工事事務所,アジア航測,"57.12.17,58.3.26",
石川県,,砂防計画,図化,2500,3.9KM2,北陸地建金沢工事事務所,パシフイック航業,"57.10.2,58.1.29",
石川県,能都町,都市計画,図化,2500,60.3KM2,能都町,国際航業,"57.10.20,58.3.30",852
石川県,羽咋市,都市計画,図化修正,5000,81.0KM2,羽咋市,北日本測量,"57.7.20,57.10.20",704
福井県,"金津町,芦原町",農業基盤整備,基準点,3級,21point,北陸農政局坂井北部開拓建設事業所,セントラル航業,"57.6.10,57.8.10",
福井県,敦賀市,下水道事業,水準,2級,21.0km,敦賀市,ノザキ測量,"57.5.20,57.7.31",
福井県,今庄町,ほ場整備,"撮影,図化","8000,,1000","150.0KM2,10.0KM2",福井県土地改良事業団体連合会,丸一調査設計,"57.5.1,58.3.20",27
福井県,"武生市,今庄町",土地改良,"撮影,図化","8000,,1000","42.0KM2,14.0KM2",松ヶ鼻土地改良区,帝国コンサルタント,"57.4.25,57.5.24",
福井県,,道路台帳,"撮影,図化","8000,,1000","34.2KM2,1.2KM2",福井県,開拓航空設計,"57.9.20,58.2.28",669
福井県,"鯖江市,武生市,朝日町,織田町,越前町",道路台帳,"撮影,図化","8000,,1000","108.9KM2,2.5KM2",福井県,パシフイック航業,"57.9.20,58.2.28",670
福井県,,道路台帳,"撮影,図化","8000,,1000","60.8KM2,3.3KM2",福井県,国際航業,"57.9.20,58.2.28",671
福井県,鯖江市,河川計画,"撮影,図化","8000,,1000","10.5KM2,1.2KM2",福井県鯖江土木事務所,三和測量建設,"57.10.27,58.1.31",
福井県,勝山市,河川計画,"撮影,図化","12000,,2500","18.0KM2,2.8KM2",福井県勝山土木事務所,帝国コンサルタント,"57.10.1,58.3.10",
福井県,大飯町,農村総合整備,"撮影,図化","12500,,2500","105.0KM2,15.0KM2",福井県土地改良事業団体連合会,丸一調査設計,"57.9.1,58.3.20",400
福井県県境石川県,"福井市,丸岡町,春江町,坂井町,金津町,芦原町,県境加賀市",鉄道計画,"撮影,図化新規,図化修正","30000,,10000,,10000","360.0KM2,18.0KM2,123.0KM2",日本鉄道建設公団名古屋支社,東日本航空,"57.8.25,57.12.10",637
福井県,鯖江市,土地区画整理,平板,500,0.4KM2,鯖江市,三和測量建設,"57.8.15,57.12.25",
福井県,福井市,都市計画,平板,500,0.3KM2,福井市,三和測量建設,"57.8.20,57.10.6",
福井県,金津町,土地区画整理,平板,500,0.6KM2,金津町,三和測量建設,"57.10.10,57.12.20",
岐阜県,,地盤沈下,水準,1級,371.0km,中部地建木曽川上流工事事務所,ユニオン測量設計他3社,"57.10.15,58.3.31",913
岐阜県,,地盤沈下,水準,1級,139.0km,岐阜県,大日コンサルタント,"57.11.1,57.12.31",680
岐阜県,大垣市,道路台帳,撮影,4000,6.5KM2,中部地建岐阜国道工事事務所,パシフイック航業,"58.2.1,58.3.20",
岐阜県,"萩原町,神岡町",道路計画,撮影(対標有),8000,195.0KM2,中部地建高山国道工事事務所,国際航業,"57.11.1,58.1.5",
岐阜県,,森林計画,撮影,16000,1678.0KM2,岐阜県,中日本航空,"57.4.30,57.7.30",59
岐阜県,岐阜市,道路台帳,"撮影,図化","4000,,500","21.4KM2,5.8KM2",岐阜市,アジア航測,"57.8.2,58.3.25",566
岐阜県,藤橋村,ダム計画,"撮影,図化","4000,,500","3.6KM2,0.4KM2",水資源開発公団徳山ダム建設所,国際航業,"57.12.27,58.3.16",
岐阜県,山岡町,ダム計画,"撮影,図化","8000,,1000","5.5KM2,5.7KM2",中部地建小里川ダム工事事務所,アジア航測,"57.10.1,58.2.21",
岐阜県,大垣市,道路台帳,"撮影,図化","8000,,1000","80.3KM2,77.2KM2",大垣市,パシフイック航業,"57.4.17,59.9.30",30
岐阜県,中津川市,道路台帳,"撮影,図化","8000,,1000","53.1KM2,4.2KM2",中津川市,アジア航測,"57.5.22,58.2.16",369
岐阜県,川辺町,総合計画,"撮影,図化","8000,,2500","40.7KM2,12.0KM2",川辺町,国際航業,"57.5.1,59.3.31",109
岐阜県,八百津町,道路台帳,"撮影,図化","8000,,1000","129.7KM2,9.0KM2",八百津町,帝国測量,"56.11.17,58.2.28",368
岐阜県,養老町,道路台帳,"撮影,図化","8000,,1000","72.3KM2,27.5KM2",養老町,中日本航空,"57.5.18,59.1.10",511
岐阜県,下呂町,都市計画,"撮影,図化修正","12500,,2500","14.5KM2,10.8KM2",下呂町,パシフイック航業,"57.11.1,58.3.10",973
岐阜県,八幡町,都市計画,"撮影,図化","12500,,2500","16.3KM2,7.0KM2",八幡町,パシフイック航業,"58.2.16,58.3.20",1237
岐阜県,坂祝町,道路計画,図化,1000,0.5KM2,中部地建岐阜国道工事事務所,パシフイック航業,"57.6.11,57.8.19",
岐阜県,関市,道路計画,図化,1000,0.9KM2,中部地建岐阜国道工事事務所,中日本航空,"57.6.25,57.9.8",
岐阜県,,道路台帳,"図化新規,図化修正","1000,,1000","72.1KM2,12.9KM2",岐阜県,中央コンサルタント他3社,"57.6.10,58.3.19",
岐阜県,墨俣町,道路台帳,図化,1000,2.8KM2,墨俣町,帝国測量,"57.6.24,58.3.25",
岐阜県,,河川計画,図化,2500,82.3KM2,中部地建木曽川上流工事事務所,"パシフイック航業,国際航業","57.6.7,57.10.15",
岐阜県,上宝村,砂防計画,図化,2500,15.5KM2,北陸地建神通川水系砂防工事事務所,アジア航測,"57.8.25,58.2.10",645
岐阜県,岐阜市,都市計画,図化,2500,6.0KM2,岐阜市,帝国測量,"57.5.24,57.7.6",228
岐阜県,高山市,土地区画整理,平板,500,0.4KM2,高山市,吉位測量設計社,"57.6.23,57.9.30",
岐阜県,瑞浪市,土地区画整理,平板,500,0.7KM2,瑞浪市,玉野総合コンサルタント,"58.2.19,58.3.25",
岐阜県,各務原市,土地区画整理,平板,500,0.1KM2,各務原市桑原野山土地区画整理事業組合,各務原測量設計,"57.11.5,58.1.30",
岐阜県,可児市,団地造成,平板,500,0.7KM2,可児市土地開発公社,オオバ,"57.10.18,58.3.19",
静岡県,,地盤沈下,水準,1級,45.0km,静岡県,陸地測量,"57.10.15,58.3.10",677
静岡県,,地盤沈下,水準,1級,42.0km,静岡県,玉野総合コンサルタント,"57.10.15,58.3.10",678
静岡県,,地盤沈下,水準,1級,52.0km,静岡県,藤山測量設計,"57.10.15,58.3.10",679
静岡県,富士宮市,砂防調査,撮影,8000,32.5KM2,中部地建富士砂防工事事務所,国際航業,"57.7.27,57.8.9",402
静岡県,,砂防計画,撮影(対標有),12500,372.0KM2,中部地建富士砂防工事事務所,パシフイック航業,"57.10.30,57.12.23",968
静岡県,沼津市,都市計画,"撮影,図化","3000,,500","0.5KM2,0.2KM2",沼津市,パシフイック航業,"57.4.30,57.5.30",
静岡県,沼津市,都市計画,"撮影,図化","3000,,500","3.0KM2,0.5KM2",沼津市,中日本航空,"57.5.24,57.9.20",
静岡県,静岡市,都市計画,"撮影,図化","4000,,500","6.9KM2,0.5KM2",静岡市,藤山測量設計,"57.11.15,58.3.15",
静岡県,清水町,道路台帳,"撮影,図化","4000,,500","11.5KM2,8.8KM2",清水町,パシフイック航業,"57.7.26,58.3.20",521
静岡県,"西伊豆町,南伊豆町",道路計画,"撮影,図化","8000,,1000","10.9KM2,1.7KM2",静岡県下田土木事務所,国際航業,"57.12.28,58.3.15",1120
静岡県,静岡市,道路台帳,"撮影,図化","8000,,1000","117.5KM2,7.5KM2",静岡市,国際航業,"57.7.8,58.3.15",517
静岡県,引佐町,道路台帳,"撮影,図化","8000,,1000","70.6KM2,4.9KM2",引佐町,藤山測量設計,"57.7.10,61.3.25",512
静岡県,藤枝市,道路台帳,"撮影,図化","8000,,1000","104.5KM2,10.3KM2",藤枝市,アジア航測,"57.7.30,58.3.20",644
静岡県,清水市,道路台帳,"撮影,図化","8000,,1000","215.0KM2,2.5KM2",清水市,国際航業,"57.9.1,58.3.25",710
静岡県,湖西市,道路台帳,"撮影,図化","8000,,1000","60.5KM2,40.5KM2",湖西市,藤山測量設計,"57.10.27,58.9.30",912
静岡県,伊東市,道路台帳,"撮影,図化","8000,,1000","40.9KM2,1.1KM2",伊東市,パシフイック航業,"58.1.10,58.3.19",1118
