都道府県名,測量地域,測量目的,測量種別,縮尺,事業量,計画機関,実施機関,作業期間,付図番号
千葉県,"銚子市,飯岡町",畑地かんがい及び区画整理,図化,1000,31.7KM2,千葉県八日市場土地改良事勝所,"パシフイック航業,国際航業,アジア航測","57.2.20,57.3.25",1352
千葉県,栄町,道路台帳,図化,1000,0.5KM2,栄町,アジア航測,"56.12.6,57.3.20",
千葉県,,河川図作成,図化,2500,35.9KM2,関東地建江戸川工事事務所,アジア航測,"57.1.30,57.3.30",
千葉県,市原市,土地区画整理,平板,500,0.4KM2,市原市,福岡土地区画整理協会,"56.8.1,56.12.19",
千葉県,市原市,土地区画整理,平板,500,0.2KM2,市原市,日本測地設計,"56.7.25,56.10.31",
千葉県,千葉市,土地区画整理,平板,500,0.8KM2,千葉市,国際開発コンサルタンツ,"56.8.10,56.10.31",
千葉県,千葉市,土地区画整理,平板,500,0.4KM2,千葉市,オオバ,"56.9.16,56.11.30",
千葉県,君津市,森林計画,写図,5000,217.5KM2,千葉県,パシフイック航業,"56.11.10,57.3.31",989
東京都,江東区,道路台帳,基準点,,66point,江東区,共進測量設計,"56.9.11,57.2.10",
東京都,江戸川区,都市計画,基準点,,3point,江戸川区,新栄測量設計,"57.3.1,57.3.20",
東京都,東大和市,都市計画,基準点,,4point,東大和市,大輝測量,"56.7.25,57.3.30",
東京都,稲城市,都市計画,基準点,,11point,稲城市,パシフイック航業,"56.11.14,56.12.14",
東京都,八王子市,都市計画,基準点,,35point,八王子市,パシフイック航業,"56.11.16,57.3.1",
東京都,秋川市,道路台帳,基準点,,4point,秋川市,藤沢測量建築設計事務所,"57.2.25,57.3.31",
東京都,,港湾埋立,基準点,,20point,東京都,都市開発測量,"57.1.13,57.3.15",
東京都,小笠原村,林野経営,基準点,,8point,東京営林局,自営,"56.10.1,57.3.31",
東京都,,地盤沈下,水準,,986.0km,東京都土木技術研究所,中庭測量,"56.9.1,57.3.31",587
東京都,,海岸保全,水準,,210.0km,東京都港湾局,東日本航空,"56.10.15,57.3.31",696
東京都,五日市町,道路台帳,"撮影,撮影","4000,,8000","20.0KM2,94.0KM2",五日市町,国際航業,"57.3.1,57.3.27",1370
東京都,,森林計画,撮影,16000,33.6KM2,東京都,アジア航測,"56.5.22,56.9.30",566
東京都,,山林調査,撮影,20000,660.0KM2,東京国税局,東洋航空事業,"56.10.1,56.11.30",853
東京都,青梅市,道路台帳,"撮影,図化","3000,,500","122.0KM2,32.1KM2",青梅市,国際航業,"56.7.31,60.3.20",490
東京都,昭島市,下水道計画,"撮影,図化","4000,,500","4.0KM2,1.5KM2",昭島市,八州,"56.11.6,57.3.25",
東京都,瑞穂町,下水道計画,"撮影,図化","4000,,500","6.8KM2,1.2KM2",瑞穂町,セントラル航空測量,"57.2.3,57.3.31",1257
東京都県境千葉県,"荒川区,県境柏市",駅構内図作成,"撮影,図化","4000,,500","5.6KM2,0.5KM2",日本国有鉄道東京第一工事局,パシフイック航業,"56.12.5,57.3.25",
東京都,"立川市,昭島市",都市計画,"撮影,図化","6000,,1000","17.9KM2,3.9KM2",住宅都市整備公団,パシフイック航業,"56.12.1,57.3.31",
東京都,"板橋区,新宿区,東久留米市,武蔵野市,東村山市,立川市",都市計画,"撮影,図化","10000,,2500","400.0KM2,360.0KM2",東京都,"アジア航測,八州,国際航業","56.7.27,57.3.20",373
東京都,羽村町,都市計画,"撮影,図化","20000,,5000","25.0KM2,9.7KM2",羽村町,セントラル航空測量,"56.6.10,56.9.7",399
東京都,,電源開発,"撮影,図化","20000,,5000","126.8KM2,97.7KM2",(財)新エネルギー財団水力本部,国際航業,"56.10.13,57.3.10",
東京都,田無市,下水道台帳,図化,500,1.0KM2,田無市,パシフイック航業,"56.7.15,56.9.30",
東京都,田無市,下水道台帳,図化,500,0.9KM2,田無市,パシフイック航業,"56.12.14,57.3.31",
東京都,青ケ島村,道路計画,図化,1000,0.3KM2,青ヶ島村,日計企画,"56.6.10,56.9.10",
東京都,葛飾区,道水路台帳,平板,500,0.4KM2,葛飾区,昭和測量工業,"56.5.20,56.12.9",
東京都,葛飾区,道水路台帳,平板,500,0.5KM2,葛飾区,城南測量,"56.7.1,56.12.17",
東京都,足立区,道路台帳,平板,500,0.7KM2,足立区,"八州,関東測量設計","56.7.9,57.3.31",
東京都,江東区,道路台帳,平板,500,0.7KM2,江東区,"芝進測量,日本測量","56.12.10,57.3.30",
東京都,江戸川区,道路台帳,平板,500,4.6KM2,江戸川区,大洋測量設計社外4社,"56.11.20,57.3.30",
東京都,武蔵村山市,道路台帳,平板,500,0.6KM2,武蔵村山市,大成測量,"56.7.13,57.2.6",
東京都,東村山市,道路台帳,平板,500,0.4KM2,東村山市,中庭測量,"56.8.26,57.2.3",
東京都,国立市,道路台帳,平板,250,0.4KM2,国立市,富士測量設計,"57.2.17,57.5.27",
神奈川県,綾瀬市,道路台帳,基準点,,17point,綾瀬市,桂測量設計,"56.10.20,57.3.20",
神奈川県,海老名市,導水路用地管理,基準点,,3point,横須賀市水道局,アジア航測,"56.6.1,57.3.31",
神奈川県,"藤沢市,鎌倉市,逗子市",導送水管路用地管理,基準点,,18point,横須賀市水道局,アジア航測,"56.10.12,58.3.31",
神奈川県,横須賀市,港湾計画,水準,,12.0km,第二港湾建設局横須賀港工事事務所,国際航業,"57.2.25,57.3.25",
神奈川県,厚木市,都市計画,水準,,110.0km,神奈川県相模川総合整備事務所,三枝測量設計,"56.9.5,56.12.31",
神奈川県,藤沢市,地盤沈下,水準,,36.0km,藤沢市,中庭測量,"56.10.1,57.1.31",341
神奈川県,厚木市,地盤沈下,水準,,37.0km,厚木市,三枝測量設計,"56.11.1,57.2.27",588
神奈川県,海老名市,地盤沈下,水準,,66.0km,海老名市,三枝測量設計,"56.10.31,57.1.31",653
神奈川県,川崎市,地盤沈下,水準,,280.0km,川崎市,八州,"56.10.1,57.3.31",705
神奈川県,横浜市,地盤沈下,水準,,527.0km,横浜市,協立コンサルタンツ,"56.10.15,57.3.31",777
神奈川県,,地盤沈下,水準,,8.1km,鎌倉市,協立コンサルタンツ,"56.12.1,57.3.31",
神奈川県,茅ケ崎市,地盤沈下,水準,,60.0km,茅ヶ崎市,パシフイック航業,"56.11.16,57.3.15",990
神奈川県,平塚市,地盤沈下,水準,,127.0km,平塚市,三枝測量設計,"56.10.24,57.3.15",1072
神奈川県,相模原市,都市計画,水準,,74.2km,相模原市,東和測量工業社,"56.12.1,57.3.25",
神奈川県,寒川町,地盤沈下,水準,,22.0km,寒川町,三枝測量設計,"56.12.1,57.3.20",790
神奈川県,愛川町,道路台帳,撮影,4000,32.0KM2,愛川町,アジア航測,"57.1.22,57.3.25",1260
神奈川県,横須賀市,作付面積調査,撮影,10000,91.0KM2,農林水産省経済局統計情報部,アジア航測,"56.10.26,56.11.7",346
神奈川県,川崎市,都市計画,撮影,10000,270.0KM2,川崎市,国際航業,"56.12.25,57.2.20",622
神奈川県,藤野町,道路台帳,"撮影,図化","4000,,500","16.0KM2,3.0KM2",藤野町,パシフイック航業,"56.12.14,57.12.14",
神奈川県,横浜市,線路改良計画,"撮影,図化","4000,,500","3.2KM2,0.3KM2",日本国有鉄道東京第二工事局,パシフイック航業,"56.8.27,56.11.26",
神奈川県,"鎌倉市,小田原市",道路管理,"撮影,図化","5000,,1000","20.0KM2,3.1KM2",日本道路公団東京第一管理局,国際航業,"57.1.7,57.3.27",
神奈川県,,道路計画,"撮影,図化","6000,,1000","3.3KM2,0.3KM2",神奈川県,東日本航空,"56.6.17,56.10.14",
神奈川県,横浜市,都市計画,"撮影,図化","11000,,2500","144.0KM2,118.3KM2",横浜市,アジア航測,"56.6.16,57.2.27",343
神奈川県,逗子市,都市計画,"撮影,図化","12500,,2500","32.3KM2,17.9KM2",逗子市,パシフイック航業,"56.5.1,56.9.30",170
神奈川県,秦野市,現況図作成,"撮影,図化","30000,,10000","162.0KM2,125.3KM2",神奈川県土木部,八州,"56.11.10,57.3.25",1095
神奈川県,川崎市,道路計画,図化,500,0.1KM2,川崎市,アジア航測,"56.7.27,56.9.24",
神奈川県,寒川町,道路台帳,図化,500,3.1KM2,寒川町,アジア航測,"56.8.1,57.3.31",
神奈川県,箱根町,下水道計画,図化,500,1.3KM2,箱根町,国際航業,"56.9.22,56.12.20",
神奈川県,小田原市,都市計画,"図化,図化修正","2500,,2500","56.7KM2,48.9KM2",小田原市,パシフイック航業,"56.8.12,57.2.27",620
神奈川県,横浜市,道路台帳,平板,500,5.1KM2,横浜市,第一航業,"56.5.1,57.3.31",
神奈川県,相模原市,道路台帳,平板,500,3.2KM2,相模原市,小橋測量設計,"56.7.1,57.2.23",
神奈川県,平塚市,土地区画整理,平板,500,0.7KM2,平塚市,昭和測量工業,"56.7.7,57.2.1",
神奈川県,川崎市,道路台帳,平板,500,8.7KM2,川崎市,コート設計社外3社,"56.8.10,57.1.6",
神奈川県,川崎市,道路計画,平板,500,0.2KM2,川崎市,江崎測量設計社,"56.9.1,56.11.30",
神奈川県,三浦市,道路台帳,平板,500,0.2KM2,三浦市,パシフイック航業,"56.10.12,56.12.5",
神奈川県,厚木市,道路台帳,平板,500,0.3KM2,厚木市,"不二測量工業社,大栄測量設計","56.10.26,57.3.13",
神奈川県,平塚市,土地区画整理,平板,500,0.7KM2,平塚市,都市開発測量,"57.1.7,58.3.31",
神奈川県,開成町,土地区画整理,平板,500,0.3KM2,開成町,昭和測量工業,"56.12.1,57.3.30",
山梨県,甲府市,地盤沈下,水準,,81.8km,山梨県,山梨県建設技術センター,"56.9.1,56.12.25",621
山梨県,,道路台帳,"撮影,図化","4000,,500","224.0KM2,13.3KM2",山梨県,パシフイック航業外4社,"56.8.17,56.12.20",
山梨県,"山梨市,勝沼町,一宮町,六郷町",河川区域指定のため,"撮影,図化","4000,,500","26.0KM2,1.7KM2",山梨県,アジア航測,"56.11.10,57.3.10",
山梨県,大月市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","44.0KM2,74.0KM2,3.3KM2,4.0KM2",大月市,パシフイック航業,"56.3.15,58.1.10",7
山梨県,富士吉田市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","18.7KM2,105.0KM2,5.7KM2,6.0KM2",富士吉田市,パシフイック航業,"56.3.30,58.2.10",50
山梨県,上野原町,道路台帳,"撮影,図化","4000,,500","38.5KM2,2.7KM2",上野原町,国際航業,"56.5.25,57.3.25",134
山梨県,下部町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","31.0KM2,43.0KM2,1.7KM2,1.8KM2",下部町,国際航業,"56.9.30,58.3.20",
山梨県,武川村,道路台帳,"撮影,図化","4000,,500","14.2KM2,1.2KM2",武川村,国際航業,"57.1.9,58.3.25",1261
山梨県,"富士吉田市,忍野村",道路計画,"撮影,図化","8000,,1000","8.1KM2,0.5KM2",山梨県都留土木事務所,東洋航空事業,"56.4.2,56.5.30",
山梨県,韮崎市,ほ場整備,"撮影,図化","8000,,1000","10.0KM2,2.4KM2",韮崎市,セントラル航空測量,"56.5.22,56.9.12",210
山梨県,上野原町,道路台帳,"撮影,図化","8000,,1000","92.2KM2,6.6KM2",上野原町,国際航業,"56.9.15,57.3.25",683
山梨県,明野村,ほ場整備,"撮影,図化","8000,,1000","17.0KM2,1.9KM2",明野村,セントラル航空測量,"56.5.22,56.9.30",
山梨県,須玉町,道路計画,"撮影,図化","12500,,2500","10.0KM2,3.3KM2",山梨県,パシフイック航業,"57.2.10,57.3.25",1348
山梨県,"櫛形町,甲西町",都市計画,"撮影,図化","12500,,2500","63.0KM2,32.7KM2",櫛形町,セントラル航空測量,"56.12.15,57.2.20",1099
山梨県,牧丘町,かんがい排水事業,"撮影,図化","25000,,5000","360.0KM2,94.9KM2",山梨県笛吹川沿岸土地改良事務所,セントラル航空測量,"56.12.15,57.3.20",1105
山梨県,甲府市,都市計画,図化,500,0.4KM2,山梨県,パシフイック航業,"56.12.10,57.3.15",
山梨県,春日居町,かんがい排水事業,図化,1000,2.8KM2,山梨県,パシフイック航業,"56.12.17,57.3.20",
山梨県,西桂町,道路台帳,平板,500,0.1KM2,西桂町,パイロット測量設計,"56.6.15,56.9.15",
山梨県,須玉町,道路台帳,"平板,平板","500,,1000","24.8KM2,14.5KM2",須玉町,第一航業,"56.7.10,58.3.20",
長野県,長野市,経緯度標設置,基準点,,1point,長野県測量業協会,協同測量社,"56.10.1,56.12.25",
長野県,長野市,道路計画,基準点,,2point,長野市,協同測量社,"56.9.26,57.1.26",
長野県,喬木村,森林調査,基準点,,1point,長野営林局,自営,"56.11.4,56.11.21",
長野県,諏訪市,地盤沈下,水準,,58.0km,長野県諏訪建設事務所,協同測量社,"56.10.21,56.12.25",1047
長野県,茅野市,道路台帳,"撮影,撮影","4000,,8000","38.0KM2,240.0KM2",茅野市,パシフイック航業,"56.11.28,56.12.25",1093
長野県,"小海町,川上村,南牧村,南相木村,北相木村,佐久穂町",作付面積調査,撮影,10000,166.0KM2,農林水産省経済局統計情報部,アジア航測,"56.8.1,56.8.13",346
長野県,小諸市,鉄道計画,"撮影,撮影","12500,,30000","40.0KM2,463.6KM2",日本鉄道建設公団東京支社,国際航業,"56.10.24,56.12.2",943
長野県,小諸市,鉄道計画,撮影,12500,67.3KM2,日本鉄道建設公団東京支社,国際航業,"56.11.20,56.12.20",
長野県,"辰野町,箕輪町,飯島町,南箕輪村,中川村,宮田村,松川町,高森町,阿南町,阿智村,平谷村,根羽村,下條村,売木村,天龍村,泰阜村,喬木村,豊丘村,大鹿村",森林計画,撮影,16000,1145.0KM2,長野県,東洋航空事業,"56.4.11,56.10.30",32
長野県,岡谷市,下水道事業,"撮影,図化","4000,,500","12.0KM2,6.5KM2",岡谷市,パシフイック航業,"56.5.15,56.10.6",
長野県,駒ヶ根市,道路台帳,"撮影,図化","4000,,500","45.0KM2,7.6KM2",駒ヶ根市,協同測量社,"56.6.20,57.9.30",481
長野県,穂高町,道路台帳,"撮影,図化","4000,,500","66.9KM2,16.0KM2",穂高町,日研コンサル,"56.10.15,58.2.20",785
長野県,三郷村,道路台帳,"撮影,図化","4000,,500","44.5KM2,10.8KM2",三郷村,東洋航空事業,"56.4.30,58.3.31",338
長野県,松川村,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","46.0KM2,46.0KM2,4.8KM2,3.0KM2",松川村,コクサイ航測,"56.10.1,58.2.28",857
長野県,長谷村,道路台帳,"撮影,図化","4000,,1000","90.0KM2,11.3KM2",長谷村,国土監理,"56.12.1,59.3.20",
長野県,飯田市,道路台帳,"撮影,図化","8000,,1000","210.0KM2,36.4KM2",飯田市,国際航業,"56.7.1,59.9.30",625
長野県,岡谷市,多目的利用現況図,"撮影,図化","8000,,1000","8.3KM2,0.5KM2",岡谷市,パシフイック航業,"57.2.19,57.3.29",
長野県,木曽福島町,道路現況図作成,"撮影,図化","8000,,1000","40.8KM2,6.3KM2",木曽福島町,協同測量社,"56.5.14,57.3.31",
長野県,松川町,道路台帳,"撮影,図化","8000,,1000","85.0KM2,17.4KM2",松川町,アンドー・大同・協同・共同企業体,"57.1.18,58.10.31",1185
長野県,堀金村,道路台帳,"撮影,図化","8000,,1000","26.0KM2,8.7KM2",堀金村,日研コンサル,"56.5.12,58.3.31",81
長野県,八千穂村,道路台帳,"撮影,図化","8000,,1000","93.1KM2,22.8KM2",八千穂村,東洋航空事業,"56.3.11,57.12.20",166
長野県,八坂村,道路台帳,"撮影,図化","8000,,1000","56.0KM2,34.0KM2",八坂村,コクサイ航測,"56.5.1,57.3.31",327
長野県,大岡村,道路現況図,"撮影,図化","8000,,1000","55.7KM2,8.2KM2",大岡村,協同測量社,"56.5.27,57.5.31",339
長野県,大桑村,道路台帳,"撮影,図化","8000,,1000","72.9KM2,4.1KM2",大桑村,国際航業,"56.7.28,57.8.10",624
長野県,白馬村,道路台帳,"撮影,図化","8000,,1000","183.2KM2,11.3KM2",白馬村,国際航業,"56.8.1,57.3.31",700
長野県,小谷村,道路台帳,"撮影,図化","8000,,1000","268.2KM2,10.1KM2",小谷村,国際航業,"56.8.1,58.9.30",703
長野県,青木村,道路台帳,"撮影,図化","8000,,1000","57.0KM2,7.8KM2",青木村,コクサイ航測,"56.10.1,57.10.31",856
長野県,佐久市,道路計画,"撮影,図化","8000,,1000","14.0KM2,0.6KM2",日本道路公団東京第二建設局富岡工事事務所,アジア航測,"56.10.16,56.11.2",
長野県,佐久市,河川開発,"撮影,図化","10000,,2000","23.0KM2,2.4KM2",長野県佐久建設事務所,東洋航空事業,"56.6.30,56.10.30",
長野県,戸倉町,都市計画,"撮影,図化","12500,,2500","25.6KM2,18.9KM2",戸倉町,パシフイック航業,"56.10.6,57.3.15",851
長野県,梓川村,都市計画,"撮影,図化","20000,,2500","42.0KM2,25.0KM2",梓川村,日研コンサル,"56.10.15,56.12.20",779
長野県,,砂防計画,"撮影,図化","25000,,5000","253.0KM2,119.0KM2",関東地建利根川水系砂防工事事務所,東洋航空事業,"56.10.8,57.3.21",860
長野県,佐久市,都市計画,"撮影,図化,図化","30000,,2500,,10000","179.0KM2,112.2KM2,75.0KM2",佐久市,東洋航空事業,"56.8.3,56.11.30",492
長野県,長野市,鉄道計画,"図化,図化修正","500,,500","0.4KM2,0.5KM2",日本鉄道建設公団東京支社,東洋航空事業,"56.12.23,57.3.12",
長野県,飯山市,農地開発,図化,1000,1.0KM2,関東農政局,玉野総合コンサルタント,"56.11.10,56.11.30",
長野県,伊那市,道路台帳,図化,1000,116.0KM2,伊那市,国際航業,"56.10.2,58.2.20",854
長野県,茅野市,道路台帳,図化,1000,0.6KM2,茅野市,パシフイック航業,"56.12.25,57.3.30",
長野県,豊野町,道路台帳,図化,1000,7.0KM2,豊野町,パシフイック航業,"56.5.1,57.1.31",
長野県,高遠町,道路台帳,図化,1000,20.9KM2,高遠町,国際航業,"56.10.23,59.8.30",855
長野県,,河川計画,図化,2500,18.5KM2,中部地建天竜川上流工事事務所,協同測量社,"56.9.15,57.3.10",788
長野県,松本市,都市計画,図化,2500,56.5KM2,長野県松本建設事務所,協同測量社,"57.1.30,57.3.25",1316
長野県,岡谷市,都市計画,図化,2500,16.1KM2,長野県諏訪建設事務所,協同測量社,"57.2.1,57.3.25",1350
長野県,長野市,都市計画,図化,2500,195.5KM2,長野市,協同測量社,"56.7.20,57.5.31",366
長野県,飯田市,都市計画,図化,2500,38.5KM2,飯田市,国際航業,"57.2.13,57.6.30",1314
長野県,上山田町,都市計画,図化,2500,7.4KM2,上山田町,パシフイック航業,"57.1.4,57.3.25",1259
長野県,栄村,道路計画,図化,2500,5.0KM2,栄村,パシフイック航業,"55.12.19,56.4.30",
長野県,佐久市,鉄道計画,"図化,図化修正","2500,,2500","12.4KM2,1.8KM2",日本鉄道建設公団東京支社,国際航業,"57.1.18,57.3.23",
長野県,上村,河川計画,図化,5000,30.6KM2,中部地建天竜川上流工事事務所,国際航業,"56.7.10,56.11.30",
長野県,"栄村,山ノ内町,阿智村",林野経営,図化,5000,117.6KM2,長野営林局,第一航業,"56.8.10,56.12.10",435
長野県,佐久市,鉄道計画,図化,10000,24.4KM2,日本鉄道建設公団東京支社,パシフイック航業,"57.3.1,57.3.31",1357
長野県,明科町,道路台帳,"平板,平板","500,,1000","6.5KM2,35.7KM2",明科町,新日本航業,"56.3.26,58.3.30",
長野県,山口村,道路台帳,平板,500,0.2KM2,山口村,中野測量設計,"56.12.25,60.3.31",
長野県,山形村,道路台帳,平板,1000,5.5KM2,山形村,日研コンサル,"56.12.19,58.3.20",
長野県,天龍村,森林計画,写図,5000,129.0KM2,長野県,アジア航測,"56.4.11,56.10.30",32
新潟県,新潟市,団地造成,基準点,,3point,新潟市,開発技建,"56.10.12,57.1.30",
新潟県,湯沢町,土地区画整理,基準点,,3point,湯沢町,日本測量,"56.9.1,56.12.29",
新潟県,"関川村,黒川村",林野経営,基準点,,10point,前橋営林局,"中野測量航業,東北測量","56.6.22,56.11.29",
新潟県,黒川村,林野経営,基準点,,5point,前橋営林局,中野測量航業,"56.11.10,56.12.19",
新潟県,新潟市,河川改修,水準,,39.7km,北陸地建阿賀野川工事事務所,北斗測量調査,"56.6.26,56.10.20",
新潟県,聖籠町,地盤沈下,水準,,25.0km,第一港湾建設局新潟港工事事務所,中野測量航業,"56.8.20,56.12.25",520
新潟県,新潟県,地盤沈下,水準,,165.0km,北陸農政局,信越測量設計事務所外3社,"56.8.20,56.9.30",592
新潟県,,地盤沈下,水準,,134.0km,新潟県,八州,"56.8.21,56.10.31",377
新潟県,,地盤沈下,水準,,76.0km,新潟県,中野測量航業,"56.8.21,56.10.31",378
新潟県,,地盤沈下,水準,,102.0km,新潟県,協立コンサルタンツ,"56.8.21,56.10.31",379
新潟県,,地盤沈下,水準,,61.0km,新潟県,東洋航空事業,"56.8.21,56.10.31",380
新潟県,新潟市,地盤沈下,水準,,16.0km,新潟市,中野測量航業,"56.8.21,56.10.31",402
新潟県,"湯沢町,塩沢町",ダム計画,撮影,8000,32.7KM2,北陸地建湯沢砂防工事事務所,アジア航測,"56.10.20,57.1.22",731
新潟県,頸城村,都市計画,撮影,8000,49.0KM2,頸城村,中野測量航業,"56.5.20,56.8.31",115
新潟県,関川村,森林計画,撮影,16000,873.0KM2,新潟県,協同測量社,"56.5.15,56.10.31",33
新潟県,十日町市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","7.2KM2,277.4KM2,0.6KM2,17.6KM2",十日町市,国際航業,"56.6.15,59.7.31",215
新潟県,柏崎市,ガス水道配管計画,"撮影,図化","4000,,500","7.1KM2,1.1KM2",柏崎市水道局,パシフイック航業,"56.11.30,57.2.20",
新潟県,青海町,都市計画,"撮影,撮影,図化,図化","4000,,12500,,500,,2500","3.4KM2,125.4KM2,1.5KM2,12.8KM2",青海町,パシフイック航業,"56.7.1,56.9.30",381
新潟県,佐和田町,道路台帳,"撮影,図化","4000,,500","102.0KM2,47.8KM2",佐和田町,新日本航業,"56.10.21,60.3.30",736
新潟県,真野町,道路台帳,"撮影,図化","4000,,500","120.0KM2,67.3KM2",真野町,新日本航業,"56.10.21,60.3.30",737
新潟県,越路町,下水道計画,"撮影,図化","4000,,500","4.4KM2,0.4KM2",越路町,オリジナルサーベー,"56.10.29,57.1.26",
新潟県,中条町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","6.1KM2,113.8KM2,0.9KM2,9.3KM2",中条町,中野測量航業,"57.2.22,59.3.15",1317
新潟県,笹神村,道路台帳,"撮影,図化","4000,,500","64.0KM2,2.4KM2",笹神村,東日本航空,"56.7.1,57.7.31",214
新潟県,"新潟市,豊栄市,豊浦町",河川改修,"撮影,撮影,撮影,図化,図化,図化","8000,,12500,,25000,,500,,2500,,5000","36.9KM2,70.4KM2,116.4KM2,11.3KM2,25.5KM2,52.7KM2",新潟県新潟土木事務所,中野測量航業,"56.10.29,57.3.15",
新潟県,畑野町,道路台帳,"撮影,図化","8000,,1000","66.6KM2,13.7KM2",畑野町,新日本航業,"56.10.21,60.3.30",833
新潟県,頸城村,ほ場整備,"撮影,図化","8000,,1000","12.9KM2,3.8KM2",頸城村,中野測量航業,"56.10.16,57.3.4",829
新潟県,中条町,ほ場整備,"撮影,図化","8000,,1000","13.1KM2,4.0KM2",胎内川沿岸土地改良区,国際航業,"56.9.21,57.2.12",
新潟県,中条町,ほ場整備,"撮影,図化","8000,,1000","6.5KM2,3.9KM2",胎内川沿岸土地改良区,アジア航測,"56.10.23,57.2.12",
新潟県,糸魚川市,河川計画,"撮影,図化","12500,,2500","44.6KM2,6.0KM2",北陸地建高田工事事務所,中野測量航業,"56.10.4,57.2.20",830
新潟県,柏崎市,農村総合整備,"撮影,図化","12500,,2500","201.9KM2,52.6KM2",柏崎市,中野測量航業,"56.7.25,56.12.11",521
新潟県,寺泊町,総合計画,"撮影,図化","12500,,2500","36.0KM2,4.4KM2",寺泊町,セントラル航空測量,"56.5.1,56.6.30",135
新潟県,小須戸町,下水道計画及び都市計画,"撮影,図化,図化修正","12500,,2500,,2500","17.3KM2,1.6KM2,5.1KM2",小須戸町,東日本航空,"56.10.1,56.10.31",
新潟県,,鉄道計画,"撮影,図化","12500,,2500","361.6KM2,51.6KM2",日本鉄道建設公団新潟新幹線事務局,"パシフイック航業,アジア航測,国際航業","56.9.20,56.11.30",575
新潟県,上越市,下水道計画,図化,500,0.7KM2,上越市,中野測量航業,"56.10.31,57.3.29",
新潟県,塩沢町,下水道計画,図化,500,0.8KM2,塩沢町,パシフイック航業,"56.11.5,57.2.2",
新潟県,青海町,下水道計画,図化,500,0.3KM2,青海町,パシフイック航業,"57.3.12,57.4.30",
新潟県,新潟市,鉄道計画,図化,500,0.2KM2,日本国有鉄道信濃川工事局,パシフイック航業,"56.8.10,56.11.10",
新潟県,新井市,ほ場整備,図化,1000,5.4KM2,新井市,中野測量航業,"56.6.30,56.10.27",
新潟県,長岡市,ほ場整備,図化,1000,3.0KM2,山北土地改良区,国際航業,"56.7.1,56.9.16",
新潟県,"上越市,大潟町,頸城村",都市計画,"図化,図化修正","2500,,2500","75.8KM2,10.8KM2",新潟県,中野測量航業,"56.4.28,56.8.31",60
新潟県,"新潟市,聖籠町",都市計画,図化,2500,48.2KM2,新潟県,セントラル航業,"56.9.17,57.3.20",629
新潟県,上越市,農政推進対策事業,図化,1250,16.0KM2,上越市,中野測量航業,"57.1.8,57.3.30",1224
新潟県,"新井市,中郷村,妙高村",農地開発,図化,5000,11.0KM2,北陸農政局,北日本測量,"56.8.1,56.9.30",
新潟県,相川町,道路台帳,"平板,平板","500,,1000","1.7KM2,1.9KM2",相川町,新日本航業,"56.8.10,60.3.31",
新潟県,京ヶ瀬村,道路台帳,平板,500,1.5KM2,京ヶ瀬村,オリジナルサーベー,"56.6.1,57.12.25",
岐阜県,上宝村,砂防計画,撮影,12500,73.0KM2,北陸地建神通川水系砂防工事事務所,パシフイック航業,"56.10.17,56.12.15",834
富山県,八尾町,地すべり対策,"撮影,図化","8000,,1000","6.8KM2,0.8KM2",富山県,アジア航測,"56.5.20,56.8.10",116
富山県,小杉町,公園計画,"撮影,図化","10000,,2500","4.2KM2,1.2KM2",富山県県民公園建設事務所,北陸航測,"56.8.14,56.10.14",
富山県,小杉町,都市計画,"撮影,図化","12500,,2500","78.0KM2,18.0KM2",小杉町,セントラル航業,"56.10.3,57.3.20",732
富山県,大沢野町,総合計画,"撮影,図化","12500,,5000","75.9KM2,27.3KM2",大沢野町,アジア航測,"57.3.10,57.7.15",1372
富山県,婦中町,農村総合整備,"撮影,図化","20000,,5000","150.6KM2,47.0KM2",婦中町,北陸航測,"56.7.1,56.12.20",270
富山県,,電源開発,"撮影,図化","20000,,5000","292.1KM2,75.1KM2",(財)新エネルギー財団水力本部,アジア航測,"56.10.13,57.3.10",
富山県,"大山町,立山町",砂防計画,図化,1000,2.7KM2,北陸地建立山砂防工事事務所,アジア航測,"56.10.8,57.1.15",
富山県,大島町,土地改良,図化,1000,1.9KM2,富山県高岡農地林務事務所,北陸航測,"56.8.1,56.9.30",
富山県,高岡市,都市計画,平板,500,0.3KM2,富山県,北日本建設コンサルタント,"56.8.5,57.3.10",
富山県,富山市,都市計画,平板,500,0.5KM2,富山県,高島コンサルタント,"56.8.5,57.3.10",
富山県,立山町,都市計画,平板,500,0.2KM2,富山県,三和測量建設,"56.8.5,57.3.10",
富山県,富山市,都市計画,平板,500,0.7KM2,富山市,国際開発コンサルタンツ,"56.10.31,57.3.25",
石川県,七尾市,地盤沈下,水準,,30.0km,石川県,国際航業,"56.8.15,56.9.20",517
石川県,白山市,砂防計画,撮影,12500,86.2KM2,北陸地建金沢工事事務所,パシフイック航業,"56.10.12,56.12.16",828
