都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,～の有無,2018.01.10地名修正
東京都,,道路台帳,平板,250,0.2KM2,国立市,日本測量(株),"55.8.23,55.12.3",,,地域削除,,
東京都,東村山市,道路台帳,平板,500,0.4KM2,東村山市,富士測量設計,"55.7.20,55.11.30",,,地内削除,,
東京都,"青梅市,日の出町,秋川市,八王子市",地形図作成,"撮影,写測","10000,,2500","430.0KM2,356.3KM2",東京都,(株)八州,"55.8.10,56.3.31",511,,"地区削除,地名修正",,
東京都,東久留米市,都市計画,"撮影,写測","4000,,500","13.0KM2,1.1KM2",東久留米市,パシフィック航業,"55.8.9,56.3.20",614,,,,
東京都,江東区,道路台帳,平板,500,0.4KM2,江東区,日本測量(株),"55.9.20,56.2.28",,,地名修正,,
東京都,"立川市,昭島市",立川駅改良計画,"撮影,写測","4000,,500","4.0KM2,0.7KM2",日本国有鉄道東京第二工事局,東洋航空事業,"55.9.26,56.1.25",686,,,,
東京都,檜原村,道路台帳,"撮影,写測","8000,,1000","83.6KM2,2.3KM2",桧原村,東日路政コンサルタント,"55.11.10,56.3.31",,,全域削除,,地名修正
東京都,,地盤変動,水準,,970.0km,東京都土木技術研究所,"日本測量(株),東日本航空","55.10.27,56.3.31",789,,東京都内,,
東京都,国分寺市,道路台帳,基準点,,23point,国分寺市,大輝測量,"55.10.30,56.1.31",,,,,
東京都,八王子市,総合計画,平板,500,4.0KM2,宅地開発公団八王子開発事務所,(株)八州,"55.10.23,56.7.29",,,,,
東京都,,海岸保全,水準,,200.0km,東京都港湾局,協立コンサルタント,"55.12.15,56.3.31",,,東京湾,,
東京都,江東区,道路台帳,平板,500,0.5KM2,江東区,共進測量設計,"55.12.25,56.3.30",,,地名修正,,
東京都,小笠原村,林野管理,図根,,5point,東京営林局,自営,"56.2.10,56.3.31",,,字以下削除,,
東京都,大田区,空港水準点検測,水準,,7.2km,運輸省第二港湾建設局東京空港工事事務所,昭和測量工業,"56.3.1,56.3.31",,,地名修正,,
東京都,大島町,空港調査,写測,2500,3.3KM2,東京都港湾局,アジア航測,"56.2.13,56.3.31",,,字以下削除,,
東京都,青ケ島村,現況図作成,写測,5000,5.2KM2,青ヶ島村,アジア航測,"56.3.26,56.3.30",1257,,全域削除,,地名修正
神奈川県,山北町,道路台帳,"撮影,撮影,写測,写測,写測","4000,,8000,,500,,1000,,2500","11.0KM2,48.0KM2,3.5KM2,38.9KM2,5.3KM2",山北町,国際航業,"54.12.21,55.11.30",45,,,,
神奈川県,,航空写真,"撮影,撮影","8000,,10000","1438.0KM2,958.0KM2",神奈川県,パシフィック航業,"55.4.30,55.12.31",,,全域削除,,
神奈川県,"横浜市,茅ケ崎市",道路台帳,写測,500,128.5KM2,横浜市,地計社外7社,"55.5.1,56.3.31",,,地名修正,,地名修正
神奈川県,川崎市,都市計画,"撮影,写測","10000,,2500","270.0KM2,40.1KM2",川崎市,国際航業,"55.6.1,58.2.28",,,全域削除＆及び削除,,
神奈川県,,森林調査,撮影,20000,918.0KM2,神奈川県,東洋航空事業,"55.5.1,55.7.3",,,川,,
神奈川県,綾瀬市,都市計画,水準,,36.6km,綾瀬市,三枝測量設計,"55.8.1,55.10.31",,,全域削除,,
神奈川県,横浜市,都市計画,"撮影,写測","11000,,2500","117.7KM2,117.7KM2",横浜市,パシフィック航業,"55.6.20,56.2.28",335,,,,
神奈川県,"藤沢市,綾瀬市,海老名市",導水路管理,平板,150,6.4KM2,横須賀市水道局,アジア航測,"55.5.14,56.3.31",,,,,
神奈川県,川崎市,土地区画整理,"平板,平板","500,,1000","2.0KM2,2.0KM2",日本住宅公団首都圏宅地開発本部,東邦地形社,"55.8.1,56.7.31",,,"地区削除,地名修正",,
神奈川県,厚木市,道路台帳,基準点,,45point,厚木市,国際航業,"55.7.15,56.2.28",,,,,
神奈川県,藤沢市,地盤沈下,水準,,36.9km,藤沢市,国際航業,"55.10.1,56.1.31",358,,,,
神奈川県,松田町,道路台帳,写測,500,1.8KM2,松田町,パシフィック航業,"55.7.1,56.3.30",,,,,
神奈川県,平塚市,道路台帳,写測,500,2.0KM2,平塚市,アジア航測,"55.7.1,56.2.20",,,,,
神奈川県,川崎市,道路計画,平板,500,0.2KM2,川崎市,川崎測量,"55.8.21,55.11.18",,,地名修正,,
神奈川県,川崎市,道路台帳,平板,500,5.1KM2,川崎市,"臨港測量設計,多摩測量事務所,コート設計社,森下測量社","55.8.28,56.1.24",,,地名修正,,
神奈川県,厚木市,地盤沈下,水準,,36.0km,厚木市,三枝測量設計,"55.11.1,56.2.28",664,,,,
神奈川県,川崎市,ほ場整備,確定,500,0.4KM2,川崎市,(有)大地産業,"55.10.1,56.2.20",,,地名修正,,
神奈川県,川崎市,地盤変動,水準,,280.0km,川崎市,(株)八州,"55.10.27,56.3.31",685,,市内削除,,
神奈川県,寒川町,地盤沈下,水準,,22.0km,寒川町,三枝測量設計,"55.12.1,56.3.31",743,,全域削除,,
神奈川県,平塚市,地盤沈下,水準,,126.0km,平塚市,三枝測量設計,"55.10.1,56.3.31",744,,全域削除,,
神奈川県,清川村,都市計画,写測,2500,13.3KM2,清川村,大成測量(株),"55.10.20,56.1.10",790,,郡削除,,
神奈川県,川崎市,都市計画,"撮影,写測","4000,,500","3.4KM2,0.2KM2",川崎市,アジア航測,"55.11.1,55.12.25",,,地名修正,,
神奈川県,海老名市,地盤沈下,水準,,65.0km,海老名市,三枝測量設計,"55.10.31,56.1.31",841,,全域削除,,
神奈川県,鎌倉市,地盤沈下,水準,,8.1KM2,鎌倉市,中庭測量,"55.12.1,56.3.31",842,,測量地域修正,,
神奈川県,伊勢原市,道路台帳,基準点,,9point,伊勢原市,(株)神奈川コンサルタント,"55.9.27,56.2.28",,,南部削除,,
神奈川県,川崎市,空中写真,撮影,10000,270.0KM2,川崎市,オオバ,"55.12.25,56.2.20",889,,全域削除,,
神奈川県,横浜市,地盤沈下,水準,,489.0km,横浜市,中庭測量,"55.11.20,56.3.31",894,,,,
神奈川県,茅ケ崎市,地盤沈下,水準,,60.0km,茅ヶ崎市,パシフィック航業,"55.11.20,56.1.31",895,,,,地名修正
神奈川県,中井町,道路台帳,"撮影,写測","8000,,1000","19.0KM2,1.6KM2",中井町,アジア航測,"55.9.16,56.6.30",896,,,,
神奈川県,"愛川町,厚木市,海老名市,綾瀬市",水路用地管理,水準,,7.8km,横須賀市,アジア航測,"55.12.1,57.3.31",,,郡削除,,
神奈川県,厚木市,地形図修正作業,"撮影,写測","30000,,10000","256.0KM2,162.0KM2",神奈川県土木部,アジア航測,"55.11.25,56.3.25",1027,,外削除,,
神奈川県,横須賀市,線路改良計画,"撮影,写測","4000,,500","6.0KM2,0.9KM2",国鉄東京第二工事局,パシフィック航業,"55.12.6,56.3.25",1059,,,,
神奈川県,海老名市,土地区画整理,写測,500,0.1KM2,海老名市,昭和測量工業,"56.1.5,56.3.31",,,,,
神奈川県,三浦市,道路台帳,基準点,,12point,三浦市,パシフィック航業,"56.2.18,56.4.21",,,全域削除,,
神奈川県,寒川町,道路台帳,撮影,4000,22.4KM2,寒川町,アジア航測,"56.1.13,56.3.25",1173,,全域削除,,
神奈川県,箱根町,下水道計画,写測,500,1.1KM2,箱根町,国際航業,"56.1.20,56.3.20",,,,,
神奈川県,箱根町,土地区画整理,平板,500,0.3KM2,箱根町,富士箱根測量,"56.2.23,56.3.31",,,,,
神奈川県,藤野町,道路台帳,基準点,,65.0km,藤野町,パシフィック航業,"56.2.19,56.3.25",,,郡削除,,
山梨県,白根町,道路台帳,"平板,写測","500,,1000","15.5KM2,23.8KM2",白根町,新日本航業,"55.3.6,58.3.30",,,,,
山梨県,豊富村,道路台帳,"撮影,写測","4000,,500","13.7KM2,13.7KM2",豊富村,東洋航空事業,"55.3.10,56.3.31",44,,,,
山梨県,韮崎市,道路台帳,"多角平面,多角平面","500,,1000","49.7KM2,93.8KM2",韮崎市,新日本航業,"55.4.1,57.3.26",,,市道削除,,
山梨県,早川町,道路台帳,"撮影,写測","8000,,1000","93.0KM2,2.4KM2",早川町,東洋航空事業,"55.4.30,56.3.31",,,町道削除,,
山梨県,,砂防計画,"撮影,写測","12500,,2500","132.2KM2,13.0KM2",関東地建富士川砂防工事事務所,国際航業,"55.5.19,55.11.14",,,流域削除,,
山梨県,早川町,砂防計画,"撮影,写測","12500,,2500","55.0KM2,17.8KM2",関東地建富士川砂防工事事務所,アジア航測,"55.5.15,55.10.25",,,地先削除,,
山梨県,白州町,砂防計画,"撮影,写測","12500,,2500","63.8KM2,18.5KM2",関東地建富士川砂防工事事務所,パシフィック航業,"55.5.15,55.11.5",,,地先削除,,
山梨県,一宮町,全図作成,"撮影,写測","30000,,10000","53.3KM2,10.3KM2",一宮町,東洋航空事業,"55.6.5,55.9.3",333,,,,
山梨県,,道路台帳,"撮影,写測","4000,,500","209.0KM2,11.4KM2",山梨県,"(株)八州,パシフィック航業,国際航業,アジア航測,東洋航空事業","55.8.1,55.12.29",,,外削除,,
山梨県,双葉町,都市計画,"撮影,撮影,写測,写測","4000,,10000,,500,,2500","27.0KM2,37.0KM2,2.9KM2,19.3KM2",双葉町,パシフィック航業,"55.8.6,56.3.20",517,,,,
山梨県,白根町,都市計画,写測,2500,14.0KM2,白根町,中庭測量,"55.6.23,56.3.31",518,,西部削除,,
山梨県,須玉町,ほ場整備,"撮影,写測","8000,,1000","13.5KM2,1.8KM2",須玉町,国際航業,"55.8.18,55.11.5",544,,地名修正,,
山梨県,小淵沢町,ほ場整備,"撮影,写測","8000,,1000","22.5KM2,2.4KM2",小淵沢町,オオバ,"55.8.11,55.10.31",549,,,,
山梨県,西桂町,道路台帳,平板,500,4.5KM2,西桂町,パイロット測量設計,"55.9.1,55.11.1",,,全域削除,,
山梨県,都留市,道路台帳,"撮影,写測","8000,,1000","185.3KM2,12.7KM2",都留市,パシフィック航業,"55.8.30,56.3.20",,,,,
山梨県,韮崎市,都市計画,"撮影,写測新規,写測修正","10000,,2500,,2500","108.0KM2,15.2KM2,11.8KM2",韮崎市,パシフィック航業,"55.10.30,56.3.20",748,写測修正,市内削除,,
山梨県,"白根町,八田村",都市計画,"写測新規,写測修正","2500,,2500","42.0KM2,93.0KM2",甲府市,パシフィック航業,"55.10.31,56.3.25",930,写測修正,,,
山梨県,甲府市,街路計画,写測,500,0.3KM2,山梨県,パシフィック航業,"55.10.30,56.2.16",,,,,
山梨県,,河川台帳,"撮影,写測","4000,,500","15.0KM2,1.6KM2",山梨県,"パシフィック航業,セントラル航空測量","55.10.31,56.3.25",934,,外削除,,
山梨県,"勝沼町,大和村",線路改良計画,"撮影,撮影,写測,写測","4000,,12500,,500,,2500","6.0KM2,17.3KM2,0.2KM2,2.5KM2",日本国有鉄道東京第二工事局,東日本航空,"56.1.15,56.3.18",,,,,
山梨県,塩山市,道路台帳,写測,500,1.0KM2,塩山市,国際航業,"56.1.13,56.2.28",,,,,
山梨県,山梨市,公共下水道基本図作成,"撮影,撮影,写測","4000,,8000,,500","13.0KM2,63.7KM2,1.0KM2",山梨市,国際航業,"56.1.29,56.3.25",1221,,,,
長野県,牟礼村,都市計画,写測,2500,15.2KM2,牟礼村,協同測量社,"55.2.12,55.12.25",3,,,,
長野県,坂城町,道路台帳,"写測,写測","500,,1000","5.7KM2,47.5KM2",坂城町,みすず測量設計,"55.5.21,56.3.10",,,全域削除,,
山梨県,大泉村,道路台帳,写測,500,98.0KM2,大泉村,新日本航業,"55.3.5,58.3.30",,,,,県名修正
長野県,更埴市,道路台帳,"平板,平板","500,,1000","28.7KM2,49.9KM2",更埴市,新日本航業,"55.4.21,57.3.30",,,"全域削除,市道削除",,
長野県,上山田町,道路台帳,"平板,平板","500,,1000","5.2KM2,10.4KM2",上山田町,新日本航業,"55.3.29,57.3.25",,,全域削除,,
長野県,上田市,道路台帳,"平板,平板","500,,1000","39.0KM2,176.5KM2",上田市,新日本航業,"55.5.1,58.3.20",,,,,
長野県,"松本市,塩尻市",都市計画,写測,2500,42.0KM2,長野県松本建設事務所,協同測量社,"54.12.22,55.5.10",60,,,,
長野県,長門町,道路台帳,"平板,平板","500,,1000","3.0KM2,5.0KM2",長門町,新日本航業,"55.4.28,56.3.25",,,全域削除,,
長野県,麻績村,道路台帳,"平板,平板","500,,1000","4.6KM2,10.4KM2",麻績村,新日本航業,"55.4.15,57.3.30",,,全域削除,,
長野県,戸倉町,道路台帳,"平板,平板","500,,1000","2.5KM2,23.1KM2",戸倉町,新日本航業,"55.4.20,56.3.25",,,全域削除,,
長野県,王滝村,道路台帳,"撮影,撮影,写測,写測","1000,,8000,,500,,1000","10.0KM2,120.0KM2,2.0KM2,7.3KM2",王滝村,協同測量社,"55.5.13,56.10.31",,,,,
長野県,小海町,都市計画,"撮影,写測","8000,,2500","78.0KM2,36.1KM2",小海町,協同測量社,"55.4.13,57.3.20",175,,,,
長野県,真田町,道路台帳,"撮影,写測","8000,,1000","112.0KM2,12.6KM2",真田町,パシフィック航業,"55.6.5,56.3.31",,,,,
長野県,須坂市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","12.0KM2,66.6KM2,11.0KM2,66.6KM2",須坂市,パシフィック航業,"55.6.1,56.3.31",,,,,
長野県,波田町,道路台帳,"撮影,撮影,写測,写測","8000,,25000,,1000,,5000","17.6KM2,17.6KM2,17.6KM2,7.1KM2",波田町,国際航業,"55.6.5,56.12.28",269,,,,
長野県,"長野市,上田市,東部町,真田町",国有林野内部図化,写図,5000,120.8KM2,長野営林局,協同測量社,"55.6.30,55.12.10",,,郡削除,,
長野県,丸子町,道路台帳,"多角平面,多角平面","500,,1000","16.7KM2,10.5KM2",丸子町,新日本航業,"55.5.21,57.3.30",,,全域削除,,
長野県,長野市,都市計画,撮影,10000,202.0KM2,長野市,協同測量社,"55.7.1,55.9.8",402,,,,
長野県,豊田村,道路台帳,"平板,平板","500,,1000","2.9KM2,34.6KM2",豊田村,新日本航業,"55.8.1,57.3.30",,,全域削除,,
長野県,"松本市,梓川村",都市計画,写測,2500,57.0KM2,長野県松本建設事務所,協同測量社,"55.9.4,56.2.20",615,,,,
長野県,"飯山市,栄村,野沢温泉村",農地開発,写測,5000,17.2KM2,関東農政局,アジア航測,"55.9.1,55.10.8",,,,,
長野県,塩尻市,都市計画,写測,2500,33.0KM2,長野県松本建設事務所,日成測量,"55.8.23,55.11.25",667,,,,
長野県,"豊科町,松本市,三郷村",都市計画,写測,2500,28.5KM2,長野県豊科建設事務所,写測,"55.8.15,56.1.31",668,,,,
長野県,和田村,道路計画,"撮影,写測","5000,,500","23.1KM2,1.6KM2",和田村,協同測量社,"55.8.1,56.2.88",,,中山道削除,,
長野県,南木曽町,砂防計画,写測,1000,2.3KM2,中部地建多治見工事事務所,中日本航空,"55.10.1,56.2.8",,,郡削除,,
長野県,上松町,道路台帳,平板,1000,5.1KM2,上松町,東日路政コンサルタント,"55.6.1,56.3.30",,,,,
長野県,松本市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","73.0KM2,316.0KM2,28.1KM2,30.8KM2",松本市,国際航業,"55.9.29,58.3.31",794,,,,
長野県,南箕輪村,道路台帳,"撮影,写測","8000,,1000","36.0KM2,5.1KM2",南箕輪村,セントラル航空測量,"55.10.24,58.12.20",798,,,,
長野県,,河川調査及び改修,"撮影,写測","12500,,2500","313.2KM2,5.0KM2",北陸地建千曲川工事事務所,パシフィック航業,"55.10.15,56.3.10",799,,河,,
長野県,,河川計画,写測,2500,14.6KM2,中部地建天竜川上流工事事務所,協同測量社,"55.11.8,56.3.20",927,,河,,
長野県,原村,道路台帳,"撮影,写測","8000,,1000","43.2KM2,19.5KM2",原村,コクサイ航測,"55.12.1,57.3.31",1025,,,,
長野県,南箕輪村,都市計画,写測修正,2500,20.7KM2,南箕輪村,セントラル航空測量,"55.12.25,56.3.20",1058,写測修正,地内削除,,
長野県,"長野市,中野市,飯山市",鉄道計画,"写測新規,写測修正","2500,,2500","4.8KM2,8.9KM2",日本鉄道建設公団東京支社,アジア航測,"55.12.18,56.3.7",,写測修正,,,
長野県,諏訪市,地盤沈下,水準,,58.0km,長野県諏訪建設事務所,協同測量社,"56.1.17,56.3.10",1117,,地名修正,,
長野県,富士見町,道路台帳,"撮影,写測","8000,,1000","115.0KM2,55.0KM2",富士見町,協同測量社,"56.1.10,60.3.20",1167,,,,
長野県,池田町,道路台帳,"撮影,写測","8000,,1000","14.4KM2,14.4KM2",池田町,協同測量社,"56.2.10,58.3.31",1169,,,,
長野県県境群馬県,"上田市,佐久市,長野市,飯山市,県境松井田町",鉄道計画,"写測新規,写測修正","500,,500","1.5KM2,0.9KM2",日本鉄道建設公団東京支社,"パシフィック航業,東洋航空事業,東日本航空","56.1.21,56.3.30",,写測修正,県名修正,,
長野県,茅野市,道路台帳,"撮影,写測","8000,,1000","31.0KM2,0.5KM2",茅野市,東洋航空事業,"56.2.10,56.3.31",1249,,市内削除,,
新潟県,,森林調査,撮影,16000,2153.0KM2,新潟県,セントラル航業,"55.6.15,55.10.30",,,地域削除,,
新潟県,荒川町,道路台帳,"撮影,写測","4000,,500","36.8KM2,4.2KM2",荒川町,パシフィック航業,"55.4.2,57.3.31",23,,,,
新潟県,加茂市,農地開発,写測,5000,29.6KM2,北陸農政局信濃川水系農業水利調査事務所,(株)オリジナルサーベー,"55.4.23,55.8.5",97,,,,
新潟県,栄村,ほ場整備,写測,1000,5.0KM2,新潟県三条農地事務所,(株)オリジナルサーベー,"55.5.10,55.7.19",104,,字以下削除,,
新潟県,十日町市,管内図作成,"撮影,写測","30000,,10000","211.4KM2,182.6KM2",十日町市,中野測量航業,"55.5.9,55.11.4",117,,全域削除,,
新潟県,笹神村,国有林野経営のため,"図根,境界",",,","5point,20.0km",前橋営林局,東北測量(株),"55.7.20,56.1.20",,,,,
新潟県,小千谷市,道路台帳,"写測,写測","500,,1000","4.0KM2,6.0KM2",小千谷市,国際航業,"55.7.1,56.3.31",,,全域削除,,
新潟県,守門村,基本図作成,"撮影,写測","15000,,2500","170.4KM2,29.0KM2",守門村,(株)オリジナルサーベー,"55.6.20,55.8.10",244,,,,
新潟県,新潟市,地盤変動,水準,,60.0km,新潟県,中野測量航業,"55.8.21,55.10.31",336,,,,
新潟県,上越市,地盤変動,水準,,134.0km,新潟県,(株)八州,"55.8.21,55.10.31",337,,地区削除，地名修正,,
新潟県,長岡市,地盤変動,水準,,99.0km,新潟県,(株)協立コンサルタンツ,"55.8.21,55.10.31",338,,地区削除，地名修正,,
新潟県,南魚沼市,地盤変動,水準,,58.0km,新潟県,東洋航空事業,"55.8.21,55.10.31",339,,地区削除，地名修正,,
新潟県,,地盤沈下,水準,,156.0km,北陸農政局,"信越測量設計(事),北日本測量,(株)八州,セントラル航業","55.8.20,55.9.30",404,,県削除,,
新潟県,聖籠町,地盤変動,水準,,25.0km,運輸省第一港湾建設局,中野測量航業,"55.8.20,55.12.25",,,地区削除，港→市,,
新潟県,横越村,道路台帳,"撮影,写測","8000,,1000","36.0KM2,6.8KM2",横越村,東日本航空,"55.8.10,55.11.31",409,,全域削除,,
新潟県,糸魚川市,道路台帳,"撮影,写測","8000,,1000","321.0KM2,8.6KM2",糸魚川市,中野測量,"55.7.10,58.3.15",491,,,,
新潟県,燕市,都市計画,"撮影,写測","12500,,2500","71.5KM2,39.1KM2",燕市,(株)オリジナルサーベー,"55.9.1,55.12.25",557,,全域削除,,
新潟県,柿崎町,都市計画,"撮影,写測","12500,,2500","54.5KM2,12.0KM2",柿崎町,パシフィック航業,"55.8.1,55.10.31",558,,,,
新潟県,"中条町,黒川村",ほ場整備,"撮影,写測","8000,,1000","40.5KM2,7.3KM2",胎内川沿岸土地改良区,国際航業,"55.9.11,56.1.28",602,,郡削除,,
新潟県,越路町,総合計画,"撮影,写測","10000,,2500","79.0KM2,42.3KM2",越路町,セントラル航業,"55.9.10,56.3.28",603,,,,
新潟県,紫雲寺町,道路台帳,"撮影,写測","8000,,1000","53.2KM2,2.7KM2",紫雲寺町,セントラル航業,"55.10.1,56.9.30",689,,全域削除,,
新潟県,中之島村,管内図作成,写測,2500,41.7KM2,中之島村,中野測量航業,"55.10.8,56.3.20",690,,全域削除,,
新潟県,黒埼町,道路台帳,写測,1000,6.1KM2,黒崎町,(株)オリジナルサーベー,"55.11.1,56.3.15",,,,,地名修正
新潟県,上越市,下水道台帳,"撮影,写測","3500,,500","9.4KM2,1.1KM2",上越市,中野測量航業,"55.8.28,56.1.24",693,,地名修正,,
新潟県,"大和町,川口町,柏崎市",道路計画,写測,1000,2.6KM2,北陸地建長岡国道工事事務所,パシフィック航業,"55.10.20,55.11.7",,,,,
新潟県,金井町,道路台帳,"撮影,写測","8000,,1000","54.0KM2,12.5KM2",金井町,国際航業,"55.10.27,56.9.30",,,全域削除,,
新潟県,三条市,下水道計画,"撮影,写測","3000,,500","3.9KM2,2.0KM2",三条市,(株)オリジナルサーベー,"55.10.1,56.1.7",,,,,
新潟県,"長岡市,与板町,三島町,越路町",都市計画,写測,2500,150.0KM2,新潟県,セントラル航業,"55.9.29,56.3.31",754,,町付与,,
新潟県,巻町,道路台帳および農村総合整備,"写測,写測","1000,,2500","11.0KM2,76.7KM2",巻町,国際航業,"55.10.1,56.6.30",771,,全域削除,,
新潟県,能生町,道路台帳,写測,1000,6.3KM2,能生町,国際航業,"55.10.25,56.3.31",,,,,
新潟県,"清里村,大島村,松代町",地すべり対策,"撮影,写測","8000,,1000","25.9KM2,4.9KM2",新潟県,国際航業,"55.10.6,56.3.10",774,,,,
新潟県,下田村,農地造成,写測,1000,1.8KM2,北陸農政局,アジア航測,"55.11.4,56.3.20",,,,,
新潟県,妙高高原町,都市計画,"撮影,写測","12500,,2500","87.5KM2,2.6KM2",妙高高原町,パシフィック航業,"55.11.12,56.2.20",788,,,,
新潟県,新潟市,河川改修,"撮影,写測","8000,,1000","38.6KM2,3.3KM2",北陸地建信濃川下流工事事務所,アジア航測,"55.11.29,56.3.21",906,,測量地域修正,,
新潟県,新潟市,都市計画,写測,10000,40.0KM2,新潟市,中野測量航業,"55.11.6,56.2.13",907,,,,
新潟県,糸魚川市,鉄道計画,"撮影,写測","4000,,500","10.2KM2,1.4KM2",日本国有鉄道岐阜工事局,中日本航空測量,"55.12.15,56.3.20",940,,,,
新潟県,能生町,下水道計画,"撮影,写測","4000,,500","6.5KM2,0.5KM2",能生町,国際航業,"55.12.15,56.3.30",,,,,
新潟県,新発田市,農村総合整備,"撮影,撮影,撮影,写測,写測,写測","12500,,30000,,20000,,2500,,10000,,5000","12.0KM2,317.0KM2,34.0KM2,12.0KM2,317.0KM2,56年予定KM2",新発田市,パシフィック航業,"55.12.20,56.3.30",989,,,,
新潟県,新井市,都市計画,写測,2500,59.0KM2,新井市,中野測量航業,"56.1.12,56.12.16",1124,,,,
新潟県,新潟市,鉄道計画,写測,500,0.2KM2,日本国有鉄道信濃川工事局,パシフィック航業,"56.2.15,56.3.31",,,,,
新潟県,村上市,道路台帳,写測,1000,3.0KM2,村上市,(株)オリジナル・サーベー,"55.12.26,58.3.31",,,,,
富山県,八尾町,都市計画,写測,500,0.1KM2,八尾町,(株)上智,"55.4.25,55.5.30",,,字以下削除,,
富山県,福光町,農地開発,写測,1000,9.2KM2,砺波農地林務事務所,セントラル航業,"55.5.26,55.11.30",118,,郡削除,,
富山県,滑川市,農村総合整備,写測,5000,55.2KM2,富山県魚津農地林務事務所,北陸航測,"55.6.9,55.8.30",185,,全域削除,,
富山県,高岡市,土地改良,写測,1000,2.1KM2,富山県高岡農地林務事務所,北陸航測,"55.6.16,55.8.20",,,地名修正,,
富山県,八尾町,道路計画,写測,500,0.6KM2,八尾町,セントラル航空測量,"55.6.25,55.9.30",,,管内削除,,
富山県,朝日町,地すべり防止事業,写測,1000,1.0KM2,富山県魚津農地林務事務所,パシフィック航業,"55.6.30,55.8.30",,,郡削除,,
富山県,立山町,砂防計画,撮影,8000,26.0KM2,北陸地建立山砂防工事事務所,国際航業,"55.7.17,55.12.3",340,,地区削除，地名修正,,
富山県,小矢部市,都市計画,平板,500,0.5KM2,富山県,(株)雄川,"55.9.1,56.3.10",,,地区削除，地名修正,,
富山県,立山町,都市計画,平板,500,0.2KM2,富山県,三和測量建設,"55.9.1,56.3.10",,,地区削除，地名修正,,
富山県,高岡市,都市計画,平板,500,0.4KM2,富山県,中部測量(株),"55.9.1,56.3.10",,,地区削除，地名修正,,
富山県,黒部市,都市計画,平板,500,0.2KM2,富山県,北陸航測,"55.9.1,56.3.10",,,地区削除，地名修正,,
富山県,朝日町,都市計画,"撮影,写測","10000,,2500","40.0KM2,26.0KM2",朝日町,セントラル航業,"55.9.20,56.9.30",601,,,,
富山県,富山市,道路改良,"撮影,写測","4000,,500","1.4KM2,0.1KM2",富山県富山土木事務所,北陸航測,"55.12.9,56.3.20",,,地名修正,,
石川県,能都町,下水道計画,"撮影,撮影,写測","4000,,8000,,2500","4.0KM2,115.6KM2,16.8KM2",能都町,国際航業,"55.4.28,55.7.30",116,,全域削除,,
石川県,,森林計画,撮影,20000,701.0KM2,石川県農林水産部,中日本航空,"55.5.30,55.8.30",212,,曖昧,,
石川県,,地盤沈下,水準,,30.0km,石川県,国際航業,"55.8.15,56.3.30",405,,地域削除,,
石川県,輪島市,都市計画,"写測新規,写測修正","2500,,2500","12.5KM2,9.1KM2",輪島市,北日本測量,"55.8.10,55.11.30",408,写測修正,,,
石川県,金沢市,道路台帳,"写測,写測","500,,1000","19.0KM2,4.4KM2",金沢市,セントラル航業外4社共同企業体,"55.8.1,57.3.20",,,全域削除,,
石川県,門前町,ダム計画,基準点,,7point,石川県,(株)東洋設計,"55.8.25,55.10.30",,,郡削除,,
石川県,志賀町,農地開発,"撮影,写測","8000,,1000","17.6KM2,1.5KM2",北陸農政局能登土地改良調査事務所,セントラル航業,"55.11.28,56.2.20",938,,郡削除,,
石川県,鶴来町,森林計画,写図,5000,321.0KM2,石川県農林水産部,セントラル航業,"55.11.29,56.3.20",985,,外削除,,
福井県,金津町,道路台帳,平板,500,4.5KM2,金津町,三和測量建設,"54.12.20,55.11.30",,,全域削除,,
福井県,金津町,下水道工事,水準,,10.0km,金津町,三和測量建設,"55.3.6,55.3.31",,,町内削除,,
福井県県境岐阜県,"大野市,池田町,県境揖斐川町",国有林境界調査,"図根,境界",",,","3point,2.9km",大阪営林局,自営,"55.8.1,55.9.30",,,,,
福井県,上志比村,道路台帳,基準点,,8point,上志比村,パシフィック航業,"55.5.15,55.6.30",,,,,
福井県,"三国町,芦原町",都市計画,"撮影,写測","12500,,2500","56.5KM2,56.5KM2",三国町,陸地写真(株),"55.8.4,55.12.25",492,,,,
福井県,"武生市,敦賀市",鉄道計画,"撮影,写測","4000,,500","6.0KM2,1.2KM2",日本鉄道建設公団名古屋支社,"パシフィック航業,東日本航空","55.11.1,56.1.31",,,,,
福井県,福井市,土地区画整理,平板,500,2.4KM2,福井市,三和測量建設,"55.10.15,55.12.27",,,外削除,,
福井県,,道路台帳,"撮影,写測","8000,,1000","92.9KM2,4.2KM2",福井県,国際航業,"55.10.13,56.2.28",,,国道,,
福井県,"福井市,あわら市,坂井市,永平寺町",道路台帳,"撮影,写測","8000,,1000","115.1KM2,3.2KM2",福井県,パシフィック航業,"55.10.3,56.2.28",,,郡展開,,
福井県,福井市,鉄道計画,平板,500,0.9KM2,日本国有鉄道岐阜工事局,国際航業,"55.11.20,56.2.15",,,,,
福井県,"金津町,芦原町,三国町",開拓建設事業,基準,,40point,北陸農政局坂井北部開拓建設事業所,セントラル航業,"55.12.27,56.2.10",,,郡削除,,
岐阜県,岐阜市,都市計画,写測,2500,6.2KM2,岐阜市,帝国測量,"55.3.19,55.4.19",,,地内削除,,
