都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号,,,,,,～の有無,2018.01.10地名修正
岐阜県,神戸町,道路台帳,図化,1000,16.5KM2,神戸町,パスコ,"58.7.1,60.6.30",,,,,「全域」削除,,,
岐阜県,"高山市,丹生川村",ほ場整備,図化,1000,3.4KM2,高山市,パスコ,"58.7.20,58.12.20",,,,,,,,
岐阜県,高山市,都市計画,"図化新規,図化修正","2500,,2500","7.1KM2,56.6KM2",高山市,帝国建設コンサルタント,"58.7.26,59.3.25",421,図化修正,,,「全域」削除,,,
岐阜県,岐阜市,都市計画,"図化新規,図化修正","2500,,2500","9.0KM2,7.8KM2",岐阜市,帝国建設コンサルタント,"58.6.29,58.10.8",316,図化修正,,,,,,
岐阜県,八百津町,都市計画,"図化新規,図化修正","2500,,2500","3.2KM2,10.8KM2",八百津町,国際航業,"58.4.16,58.6.15",99,図化修正,,,,,,
岐阜県,養老町,都市計画,"図化,編集,編集","2500,,10000,,25000","54.7KM2,54.7KM2,54.7KM2",養老町,中日本航空,"58.6.20,58.8.31",389,図化修正及び編集はそのまま,,,「全域」削除,,,
岐阜県,上宝村,砂防計画,図化,2500,26.7KM2,北陸地建神通川水系砂防工事事務所,アジア航測,"59.1.20,59.3.11",1214,,,,,,,
岐阜県,可児市,都市計画,平板,500,0.7KM2,可児市,オオバ,"58.7.1,59.3.15",,,,,,,,
静岡県,,地盤沈下,水準,1級,38.0km,静岡県,オオバ,"58.11.1,59.3.10",804,,,「地域」修正,,,,
静岡県,,地盤沈下,水準,1級,47.0km,静岡県,パスコ,"58.11.1,59.3.10",805,,,「地域」修正,,,,
静岡県,,地盤沈下,水準,1級,59.0km,静岡県,玉野総合コンサルタント,"58.11.1,59.3.10",807,,,「地域」修正,,,,
静岡県,引佐町,ダム計画,図化,2500,5.0KM2,静岡県都田川農地防災ダム建設所,藤山測量設計,"59.3.1,59.3.31",1312,,,,「地区」削除,,,
静岡県,沼津市,都市計画,"撮影,図化","3000,,500","2.8KM2,0.3KM2",沼津市,パスコ,"58.5.19,58.9.16",,,,,,,,
静岡県,沼津市,都市計画,"撮影,図化","3000,,500","2.4KM2,0.3KM2",沼津市,パスコ,"58.12.10,59.3.22",,,,,,,,
静岡県,静岡市,道路計画,"撮影,図化","4000,,500","6.1KM2,0.5KM2",静岡市,アジア航測,"58.10.20,59.3.20",,,,,,,,
静岡県,湖西市,道路台帳,"撮影,図化","4000,,500","20.3KM2,6.7KM2",湖西市,藤山測量設計,"58.5.20,58.12.25",176,,,,「地区」削除,,,
静岡県,天竜市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","12.0KM2,181.9KM2,10.9KM2,16.9KM2",天竜市,藤山測量設計,"58.11.21,61.2.20",998,,,,「全域」削除,,,
静岡県,浜松市,道路台帳,"撮影,図化","4000,,500","21.3KM2,10.7KM2",浜松市,藤山測量設計,"58.6.15,59.3.25",241,,,,,,,
静岡県,南伊豆町,港湾計画,"撮影,図化","4000,,500","3.0KM2,0.2KM2",財団法人漁港漁村建設技術研究所,朝日航空企業,"58.7.10,58.8.10",,,,,,,,
静岡県,由比町,防災計画,"撮影,図化","4000,,500","7.3KM2,0.5KM2",中部地建静岡国道工事事務所,中日本航空,"58.10.20,59.2.25",756,,,,,,,
静岡県,清水市,道路台帳,"撮影,図化","8000,,1000","16.2KM2,5.8KM2",清水市,国際航業,"58.9.7,59.9.30",522,,,,地名修正,,,
静岡県,静岡市,道路台帳,"撮影,図化","8000,,1000","84.4KM2,3.6KM2",静岡市,国際航業,"58.6.20,59.3.15",240,,,,,,,
静岡県,大東町,道路台帳,"撮影,図化","8000,,1000","60.0KM2,46.0KM2",大東町,パスコ,"58.7.20,59.7.31",452,,,,「全域」削除,,,
静岡県,土肥町,道路台帳,"撮影,撮影,図化,図化","8000,,4000,,1000,,500","50.7KM2,4.5KM2,8.5KM2,1.7KM2",土肥町,東日,"58.6.30,60.2.20",349,,,,「全域」削除,,,
静岡県,中川根町,道路台帳,"撮影,図化","8000,,1000","122.0KM2,2.6KM2",中川根町,パスコ,"58.7.1,59.3.20",451,,,,「全域」削除,,,
静岡県,竜洋町,道路台帳,"撮影,図化","8000,,1000","23.4KM2,5.3KM2",竜洋町,藤山測量設計,"58.8.10,59.3.20",418,,,,,,,
静岡県,富士宮市,砂防計画,撮影,8000,32.5KM2,中部地建富士砂防工事事務所,国際航業,"58.11.19,58.12.2",1044,,,,,,,
静岡県,"中伊豆町,修善寺町,大仁町,天城湯ケ島町",崩壊地調査,撮影,15000,291.0KM2,中部地建沼津工事事務所,国際航業,"58.9.1,58.11.30",455,,測量地域修正,,,,,地名修正
静岡県,森町,道路計画,"撮影,図化","12500,,2500","16.7KM2,3.5KM2",静岡県袋井土木事務所,国際航業,"58.4.6,58.4.25",41,,,,,,,
静岡県,"静岡市,清水市",森林計画,撮影,16000,431.0KM2,静岡県,日本産業航空,"58.5.1,58.11.20",40,,,「地域」修正,,,,
静岡県,磐田市,道路台帳,図化,500,9.0KM2,磐田市,藤山測量設計,"58.6.15,58.11.15",,,,,,,,
静岡県,静岡市,道路計画,図化,1000,0.3KM2,中部地建静岡国道工事事務所,中日本航空,"58.6.5,58.8.31",,,,地名修正,,,,
静岡県,伊東市,道路台帳,図化,1000,1.8KM2,伊東市,パスコ,"58.12.7,59.1.31",,,,,,,,
静岡県,引佐町,農業基盤整備,図化,1000,38.3KM2,静岡県西部農林事務所,"パスコ,藤山測量設計","58.8.8,59.2.29",388,,,,,,,
静岡県,大東町,河川計画,図化,1000,1.0KM2,中部地建浜松工事事務所,中央コンサルタント,"58.8.5,58.12.2",,,,,,,,
静岡県,富士市,都市計画,図化,2500,59.9KM2,富士市,アジア航測,"58.8.28,59.2.29",658,,,,,,,
静岡県,,砂防計画,図化,2500,21.5KM2,中部地建富士砂防工事事務所,パスコ,"58.7.30,58.10.30",417,,,川の流域なので削除,,,,
静岡県,富士宮市,砂防計画,図化,2500,15.3KM2,中部地建富士砂防工事事務所,国際航業,"58.8.10,58.10.30",454,,測量地域修正,,,,,
岐阜県,美濃加茂市,森林計画,基準点,図根点,2point,名古屋営林局,自営,"59.3.1,59.3.31",,,,,「地区」削除,,,県名修正
愛知県,,地盤沈下,水準,1級,869.0km,愛知県,中央コンサルタント外4社,"58.8.1,59.2.28",351,,測量地域修正,,,,,
愛知県,名古屋市,地盤沈下,水準,1級,400.0km,名古屋市,神田設計外5社,"58.10.24,59.3.24",757,,,,「全域」削除,,,
愛知県,碧南市,都市計画,"カラー撮影,図化","4000,,500","36.0KM2,27.8KM2",碧南市,アジア航測,"58.12.24,59.2.15",,撮影(カラー)→カラー撮影,,,「全域」削除,,,
愛知県,豊田市,道路台帳,"撮影,図化","4000,,500","94.6KM2,23.4KM2",豊田市,パスコ,"58.5.26,59.3.31",177,,,,,,,
愛知県,稲沢市,道路台帳,"撮影,図化","4000,,500","48.5KM2,29.6KM2",稲沢市,国際航業,"58.10.10,60.1.31",999,,,,「全域」削除,,,
愛知県,祖父江町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","2.3KM2,17.7KM2,2.3KM2,17.7KM2",祖父江町,中日本航空,"59.1.23,60.2.28",1161,,,,「全域」削除,,,
愛知県,名古屋市,治水計画,"撮影,図化","4000,,500","6.0KM2,0.4KM2",愛知県河川工事事務所,玉野総合コンサルタント,"58.10.24,59.1.4",,,,,,「区」削除,,
愛知県,"大治町,藤岡町,豊田市,西尾市",道路台帳,"撮影,図化","8000,,1000","277.0KM2,7.6KM2",愛知県,玉野総合コンサルタント,"58.10.25,59.3.5",,,,「地域」修正,,,,
愛知県,安城市,道路台帳,"撮影,図化","8000,,1000","85.7KM2,41.6KM2",安城市,アジア航測,"58.4.18,59.2.10",98,,,,「全域」削除,,,
愛知県,津島市,道路台帳,"撮影,図化","8000,,1000","43.0KM2,25.4KM2",津島市,中央コンサルタント,"58.10.24,60.3.31",847,,,,「全域」削除,,,
愛知県,一色町,道路台帳,"撮影,図化","8000,,1000","52.0KM2,22.2KM2",一色町,パスコ,"58.9.7,59.12.31",520,,,,「全域」削除,,,
愛知県,小坂井町,道路台帳,"撮影,図化,編集","8000,,1000,,2500","22.5KM2,9.9KM2,9.9KM2",小坂井町,玉野総合コンサルタント,"59.1.9,60.9.30",1216,,,,「全域」削除,,,
愛知県,,河川計画,"カラー撮影,図化","8000,,1000","11.0KM2,1.2KM2",愛知県名古屋土木事務所,朝日航洋,"59.1.28,59.3.20",,撮影(カラー)→カラー撮影,「～」が入っている,川の流域なので削除,,,,
愛知県,小牧市,都市計画,カラー撮影(対標有),12500,120.0KM2,小牧市,アジア航測,"58.11.16,58.12.27",997,撮影(カラー)→カラー撮影,,,「全域」削除,,,
愛知県,武豊町,都市計画,"撮影,図化","12500,,2500","50.0KM2,25.7KM2",武豊町,中日本航空,"58.7.5,59.2.29",309,,,,「全域」削除,,,
愛知県,碧南市,道路台帳,"撮影,図化","12500,,2500","36.0KM2,33.9KM2",碧南市,アジア航測,"58.12.24,59.2.15",1163,,,,「全域」削除,,,
愛知県,小牧市,道路台帳,編集,500,4.4KM2,小牧市,アジア航測,"58.9.9,59.2.29",,,,地名修正,,,,
愛知県,刈谷市,道路台帳,図化,500,29.0KM2,刈谷市,アジア航測,"58.11.7,59.3.21",,,,,,,,
愛知県,東海市,道路台帳,図化,500,5.3KM2,東海市,アジア航測,"58.6.21,59.2.29",,,,,地名修正,,,
愛知県,三好町,道路台帳,図化,500,3.1KM2,三好町,アジア航測,"58.9.15,59.3.25",,,,,地名修正,,,
愛知県,下山村,道路台帳,図化,1000,1.7KM2,下山村,アジア航測,"58.6.30,59.3.30",,,,,,,,
愛知県,豊川市,道路台帳,図化,1000,8.9KM2,豊川市,アジア航測,"58.5.16,59.3.30",,,,,,,,
愛知県,稲武町,治山計画,図化,2500,12.7KM2,愛知県設楽事務所,朝日航洋,"58.12.23,59.3.20",1160,,,地名修正,,,,
愛知県,名古屋市,道路台帳,平板,500,5.5KM2,名古屋市,中建測量工務他9社,"58.5.10,58.10.31",,,,地名修正,,,,
愛知県,名古屋市,道路台帳,平板,500,8.2KM2,名古屋市,玉野総合コンサルタント,"58.10.1,59.3.31",,,,,地名修正,,,
愛知県,名古屋市,道路台帳,平板,500,7.8KM2,名古屋市,神田設計外5社,"58.11.7,59.3.31",841,,,地名修正,,,,
愛知県,安城市,区画整理,平板,500,0.8KM2,安城市,玉野総合コンサルタント,"58.11.9,59.3.31",,,,,,,,
三重県,桑名市,地盤沈下,水準,1級,190.0km,三重県木曽川下流工事事務所,大日コンサルタント,"58.9.8,59.2.29",656,,,「県」削除,,,,
三重県,名張市,道路計画,"撮影,図化","4000,,500","4.2KM2,0.3KM2",名張市,アジア航測,"58.11.15,59.3.6",,,,,,,,
三重県,"多気町,玉城町,伊勢市",道路計画,撮影(対標有),6000,34.0KM2,日本道路公団名古屋建設局松阪工事事務所,アジア航測,"58.11.20,59.2.9",,,,,,,,
三重県,伊勢市,道路台帳,"撮影,図化","8000,,1000","596.0KM2,22.1KM2",三重県,(財)三重県建設技術センター,"58.10.18,59.3.10",842,,,地名修正,「地区」削除,,,
三重県,飯南町,道路台帳,"撮影,図化","8000,,1000","9.0KM2,4.2KM2",飯南町,アジア航測,"58.10.20,59.11.30",995,,,,「全域」削除,,,
三重県,宮川村,道路台帳,"撮影,図化","8000,,1000","25.9KM2,3.7KM2",宮川村,東日本航空,"58.9.20,59.6.30",,,,,,,,
三重県,桑名市,都市計画,"撮影,図化修正","12500,,2500","168.0KM2,57.4KM2",桑名市,八州,"58.9.1,59.1.15",,図化修正,,,「全域」削除,,,
三重県,長島町,都市計画,"撮影,図化","12500,,2500","46.2KM2,20.9KM2",長島町,パスコ,"58.11.22,59.3.26",1046,,,,「全域」削除,,,
三重県,鈴鹿市,道路台帳,図化,1000,11.7KM2,鈴鹿市,中日本航空,"58.6.20,62.3.31",,,,,,,,
三重県,藤原町,都市計画,図化,2500,42.5KM2,藤原町,玉野総合コンサルタント,"58.8.25,58.11.25",469,,,,,,,
滋賀県,大津市,道路台帳,"基準点,基準点,撮影,図化","1級,,3級,,4000,,500","80point,160point,210.5KM2,55.9KM2",大津市,"関測,正和,鈴鹿共同企業体","58.12.12,61.4.30",1124,,,,,,,
滋賀県,草津市,道路台帳,"撮影,図化","4000,,500","47.6KM2,9.8KM2",草津市,パスコ他4社,"58.11.16,60.3.31",1002,,,,「全域」削除,,,
滋賀県,八日市市,道路台帳,"撮影,図化","4000,,500","72.0KM2,7.6KM2",八日市市,アジア航測,"58.6.1,60.5.31",256,,,,「全域」削除,,,
滋賀県,安土町,道路台帳,"撮影,図化","8000,,1000","49.5KM2,3.6KM2",安土町,アジア航測,"58.12.26,59.10.20",1282,,,,「全域」削除,,,
滋賀県,愛知川町,道路台帳,"撮影,図化","8000,,1000","19.0KM2,1.7KM2",愛知川町,国際航業,"58.8.1,59.2.10",638,,,,「全域」削除,,,
滋賀県,湖東町,道路台帳,"撮影,図化","8000,,1000","26.3KM2,1.0KM2",湖東町,大阪写真測量所,"58.8.1,58.12.20",416,,,,「全域」削除,,,
滋賀県,土山町,道路台帳,"撮影,図化","8000,,1000","156.9KM2,3.8KM2",土山町,国際航業,"58.11.1,59.8.31",1005,,,,,,,
滋賀県,蒲生町,道路台帳,"撮影,図化","8000,,1000","63.1KM2,4.8KM2",蒲生町,アジア航測,"58.7.18,59.3.31",566,,,,「全域」削除,,,
滋賀県,米原町,道路台帳,"撮影,図化","8000,,1000","42.8KM2,2.9KM2",米原町,パスコ,"59.2.29,59.8.31",1298,,,,「全域」削除,,,
滋賀県,甲南町,ほ場整備,"撮影,図化","8000,,1000","32.5KM2,4.5KM2",甲南町,ワールド航空事業,"58.8.20,58.11.30",495,,,,,,,
滋賀県,新旭町,都市計画,"撮影,図化修正","12500,,2500","27.5KM2,11.0KM2",新旭町,富士測量,"58.8.1,58.9.15",478,図化修正,,,,,,
滋賀県,日野町,都市計画,"撮影,図化修正","12500,,2500","130.0KM2,118.1KM2",日野町,パスコ,"58.8.31,59.3.10",668,図化修正,,,「全域」削除,,,
滋賀県,栗東町,下水道計画,図化,500,5.7KM2,栗東町,関西航測,"58.6.1,59.3.15",257,,,,,,,
滋賀県,信楽町,道路台帳,図化,1000,5.4KM2,信楽町,パスコ,"58.8.10,59.2.10",,,,,「全域」削除,,,
滋賀県,余呉町,道路台帳,図化,1000,1.7KM2,余呉町,朝日航洋,"58.8.20,59.6.15",,,,,「全域」削除,,,
滋賀県,長浜市,都市計画,図化修正,2500,33.0KM2,長浜市,パスコ,"58.10.20,58.12.20",810,図化修正,,,「全域」削除,,,
滋賀県,大津市,河川改修,図化,2500,2.2KM2,近畿地建琵琶湖工事事務所,関西航測,"58.11.10,59.1.28",,,,,「地区」削除,,,
滋賀県,"大津市,志賀町",森林計画,図化,5000,68.0KM2,滋賀県,大成測量,"58.12.12,59.3.20",1166,,,,,,,
京都府,京都市,道路台帳,基準点,1級(フリー),74point,京都市,パスコ,"58.11.7,59.3.31",,,,,「全域」削除,,,
京都府,宇治市,道路台帳,"基準点,撮影,図化","1級,,4000,,500","5point,24.5KM2,16.1KM2",宇治市,国際航業,"59.1.10,61.1.8",1232,,,「地域」修正,,,,
京都府,"京都市,向日市,長岡京市,大山崎町",地盤沈下,水準,1級,33.8km,京都府,関西測量所,"59.1.21,59.3.25",1231,,,,「の一部」「全域」削除,,,
京都府,,境界調査,基準点,簡級,8.0km,大阪営林局,自営,"58.9.1,58.11.30",,,,「国有林」なので削除,,,,
京都府,"美山町,日吉町,京北町",道路台帳,"撮影,図化","4000,,500","44.0KM2,2.0KM2",京都府,"国際航業,山内測量,西村測量設計","58.8.10,59.1.30",,,,,,,,
京都府,"綾部市,和知町,日吉町,丹波町,瑞穂町",道路台帳,"撮影,図化","4000,,500","46.0KM2,1.9KM2",京都府,"ハスコ,三和航測,中村測量","58.7.29,59.2.10",,,,,,,,
京都府,"綾部市,福知山市",道路台帳,"撮影,図化","4000,,500","48.6KM2,2.2KM2",京都府,"内外エンジニアリング,菊地測量,町井測量","58.8.10,59.1.30",,,,,,,,
京都府,"綾部市,福知山市,三和町",道路台帳,"撮影,図化","4000,,500","39.8KM2,2.0KM2",京都府,"アジア航測,吹上測量,滝下測量","58.8.1,59.2.10",,,,,,,,
京都府,"舞鶴市,綾部市,大江町",道路台帳,"撮影,図化","4000,,500","54.0KM2,2.0KM2",京都府,"東日本,白関,ユシーイー共同企業体","58.8.10,59.1.30",,,,,,,,
京都府,"福知山市,夜久野町",道路台帳,"撮影,図化","4000,,500","59.6KM2,1.8KM2",京都府,"関西,野間,北斗共同企業体","58.8.10,59.1.30",,,,,,,,
京都府,亀岡市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","82.2KM2,302.4KM2,9.1KM2,2.5KM2",亀岡市,アジア航測,"58.12.24,63.1.31",1168,,,,,,,
京都府,長岡京市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","19.9KM2,6.0KM2,13.2KM2,0.1KM2",長岡京市,"国際,吹上共同企業体","58.10.20,60.4.30",971,,,,「全域」削除,,,
京都府,和知町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","10.2KM2,120.0KM2,9.0KM2,2.0KM2",和知町,パスコ,"58.3.10,59.1.31",101,,,,「全域」削除,,,
京都府,精華町,道路台帳,"撮影,図化","6000,,1000","25.6KM2,4.9KM2",精華町,サンヨー開発測量,"58.7.15,59.2.28",359,,,,「全域」削除,,,
京都府,福知山市,道路台帳,"撮影,図化","8000,,1000","98.2KM2,2.4KM2",福知山市,アジア航測,"58.12.1,59.3.30",972,,,,,,,
京都府,宇治市,都市計画,"撮影,図化修正","12500,,2500","33.0KM2,18.1KM2",宇治市,関西航測,"58.6.1,58.10.22",182,図化修正,,地名修正,,,,
京都府,城陽市,都市計画,"撮影,図化修正","12500,,2500","32.3KM2,9.7KM2",城陽市,パスコ,"58.5.1,58.7.15",322,図化修正,,,「全域」削除,,,
京都府,京都市,都市計画,"撮影,撮影,図化修正,図化修正,図化新規","12500,,30000,,2500,,10000,,10000","160.0KM2,294.7KM2,63.0KM2,107.7KM2,124.0KM2",京都市,パスコ,"58.7.22,59.3.19",497,図化修正,,,,,,
京都府,"福知山市,大江町,舞鶴市,宮津市",河川管理,撮影(対標有),12500,338.5KM2,近畿地建福知山工事事務所,アジア航測,"58.11.11,59.2.28",1007,,,,,,,
京都府,"網野町,大宮町",開拓計画,図化,1000,1.1KM2,近畿農政局丹後開拓建設事業所,アジア航測,"58.11.1,59.2.17",,,,,,,,
京都府,八木町,ほ場整備,図化,1000,8.1KM2,八木町,関西航測,"58.12.5,59.3.15",1228,,,,,,,
京都府,和束町,農地計画,図化,2500,64.5KM2,近畿農政局,パスコ,"58.10.19,59.3.2",1061,,,,「全域」削除,,,
京都府,福知山市,区画整理,平板,500,0.3KM2,福知山市,三和測量建設,"58.8.15,58.9.30",,,,,,,,
京都府,綾部市,ほ場整備,平板,500,0.5KM2,綾部市,北伸開発,"58.10.31,59.3.20",,,,,,,,
大阪府,柏原市,道路台帳,"基準点,撮影,図化","1級(フリー),,4000,,500","19point,48.7KM2,12.3KM2",柏原市,パスコ,"58.4.1,60.3.30",102,,,,「全域」削除,,,
大阪府,大阪市,地盤沈下,水準,1級,187.0km,大阪市,日本工事測量,"58.10.1,59.2.28",424,,,,「全域」削除,,,
大阪府,東大阪市,地盤変動,水準,1級,20.0km,東大阪市,八州,"58.11.20,59.2.28",1283,,,,,,,
大阪府,堺市,地盤沈下,水準,1級,66.0km,堺市,本州測量設計,"58.11.5,59.2.29",967,,,,「全域」削除,,,
大阪府,枚方市,地盤沈下,水準,1級,62.0km,枚方市,八州,"58.10.1,59.2.29",494,,,,,,,
大阪府,守口市,地盤沈下,水準,1級,21.0km,守口市,パスコ,"58.10.1,59.2.29",639,,,,「全域」削除,,,
大阪府,,構造物沈下調査,水準,1級,119.0km,大阪市港湾局,関西測量所,"59.1.5,59.3.19",,,,,「全域」削除，港,,,
大阪府,堺市,道路台帳,"撮影,図化修正","3000,,500","4.1KM2,3.1KM2",堺市,国際航業,"58.12.9,59.3.31",,図化修正,,,,,,
大阪府,堺市,道路台帳,"撮影,図化","3000,,500","2.0KM2,6.4KM2",堺市,国際航業,"58.9.20,59.3.31",,,,,,,,
大阪府,東大阪市,道路台帳,"撮影,撮影,図化","3000,,4000,,500","70.0KM2,3.0KM2,50.4KM2",東大阪市,サンヨー開発測量,"58.12.1,61.3.31",970,,測量地域修正,,,,,
大阪府,熊取町,道路台帳,"撮影,図化","4000,,500","17.2KM2,10.0KM2",熊取町,国際航業,"58.9.22,60.3.15",1170,,,,「全域」削除,,,
大阪府,島本町,道路台帳,"撮影,図化","4000,,500","12.0KM2,1.1KM2",島本町,国際航業,"58.9.22,60.9.30",671,,,,「全域」削除,,,
大阪府,岬町,道路台帳,"撮影,図化","4000,,500","49.1KM2,7.9KM2",岬町,朝日航洋,"58.6.17,60.5.31",223,,,,「全域」削除,,,
大阪府,大阪市,都市計画,"撮影,図化新規,図化修正","12500,,2500,,2500","215.0KM2,9.0KM2,204.0KM2",大阪市総合計画局,アジア航測,"58.9.19,60.3.30",667,図化修正,,,「全域」削除,,,
大阪府,"岬町,阪南町,泉南市,岸和田市,泉佐野市","都市計画,道路台帳","撮影,撮影,図化","12500,,4000,,2500","417.0KM2,23.7KM2,244.3KM2",大阪府,国際航業,"58.11.29,59.3.25",1165,,,,,,,
大阪府,柏原市,都市計画,"撮影,図化","12500,,2500","48.5KM2,24.8KM2",柏原市,富士測量,"58.4.1,58.10.29",28,,,,「全域」削除,,,
大阪府,寝屋川市,道路台帳,平板・修正,500,0.6KM2,寝屋川市,アジア航測,"58.9.29,59.3.31",,平板修正,,,,,,
大阪府,能勢町,土地改良,平板,500,0.1KM2,能勢町,大研設計事務所,"59.2.1,59.3.31",,,,地名修正,,,,
兵庫県,姫路市,確定測量,基準点,1級,22point,兵庫県姫路港管理事務所,パスコ,"59.2.10,59.3.25",,,,,,,,
兵庫県,"尼崎市,西宮市,伊丹市",地盤沈下,水準,1級,13.0km,兵庫県,朝日航洋,"58.10.5,58.12.10",670,,,,,,,
兵庫県,尼崎市,地盤沈下,水準,1級,100.0km,尼崎市,朝日航洋,"58.11.1,59.2.28",762,,,,,,,
兵庫県,姫路市,道路台帳,"撮影,図化","4000,,500","64.6KM2,2.2KM2",兵庫県,国際航業,"58.11.11,59.3.25",,,,,「地内」削除,,,
兵庫県,"浜坂町,温泉町,香住町,村岡町",道路台帳,"撮影,図化","4000,,500","71.7KM2,2.4KM2",兵庫県,パスコ,"58.11.11,59.3.25",,,,「他～」削除,,,,
兵庫県,明石市,道路台帳,"撮影,図化","4000,,500","10.3KM2,4.0KM2",明石市,アジア航測,"58.11.17,59.10.31",1063,,,,「全域」削除,,,
兵庫県,西脇市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","11.3KM2,80.0KM2,5.9KM2,4.7KM2",西脇市,パスコ,"58.9.30,60.5.31",1055,,,,,,,
兵庫県,生野町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","8.9KM2,159.7KM2,2.5KM2,1.8KM2",生野町,朝日航洋,"58.11.2,59.8.30",928,,,,「全域」削除,,,
兵庫県,滝野町,道路台帳,"撮影,図化","4000,,500","19.5KM2,1.7KM2",滝野町,パスコ,"58.10.8,59.5.31",1167,,,,「全域」削除,,,
兵庫県,八千代町,道路台帳,"撮影,図化","4000,,500","53.3KM2,2.6KM2",八千代町,パスコ,"58.8.16,59.2.15",461,,,,,,,
兵庫県,和田山町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","6.9KM2,111.7KM2,1.4KM2,5.1KM2",和田山町,国際航業,"58.6.30,59.3.31",358,,,,「全域」削除,,,
兵庫県,神戸市,下水道台帳,"撮影,撮影,図化,図化","6000,,4000,,1000,,500","106.0KM2,5.5KM2,9.7KM2,2.6KM2",神戸市,国際航業,"58.7.1,58.8.31",357,,測量地域修正,,,,,
兵庫県,豊岡市,道路台帳,"撮影,図化","8000,,1000","162.4KM2,8.0KM2",豊岡市,パスコ,"58.6.17,59.4.30",230,,,,「全域」削除,,,
兵庫県,青垣町,道路台帳,"撮影,図化","8000,,1000","89.6KM2,3.9KM2",青垣町,関西航測,"58.11.24,59.3.20",1226,,,,「全域」削除,,,
兵庫県,朝来町,道路台帳,"撮影,図化","8000,,1000","129.4KM2,4.4KM2",朝来町,朝日航洋,"58.11.1,59.11.30",929,,,,「全域」削除,,,
兵庫県,出石町,道路台帳,"撮影,図化","8000,,1000","89.8KM2,4.5KM2",出石町,パスコ,"58.10.20,59.4.30",1000,,,,「全域」削除,,,
兵庫県,市島町,道路台帳,"撮影,図化","8000,,1000","76.8KM2,3.9KM2",市島町,パスコ,"58.6.30,59.3.31",258,,,,「全域」削除,,,
兵庫県,加美町,道路台帳,"撮影,図化","8000,,1000","84.0KM2,4.7KM2",加美町,朝日航洋,"58.11.24,59.10.31",1057,,,,「全域」削除,,,
兵庫県,黒田庄町,道路台帳,"撮影,図化","8000,,1000","69.5KM2,4.1KM2",黒田庄町,関西航測,"59.2.29,59.12.20",1375,,,,,,,
兵庫県,五色町,道路台帳,撮影,8000,58.9KM2,五色町,パスコ,"59.3.23,59.4.13",1376,,,,,,,
兵庫県,西淡町,道路台帳,"撮影,図化","8000,,1000","56.6KM2,6.0KM2",西淡町,朝日航洋,"58.5.27,59.2.29",214,,,,「全域」削除,,,
兵庫県,山東町,道路台帳,"撮影,図化","8000,,1000","48.7KM2,2.4KM2",山東町,朝日航洋,"58.11.24,59.8.20",1058,,,,「全域」削除,,,
兵庫県,篠山町,道路台帳,"撮影(対標有),図化修正","8000,,500","187.0KM2,0.7KM2",篠山町,大阪写真測量所,"58.5.3,59.3.25",122,図化修正,,,,,,
兵庫県,関宮町,道路台帳,"撮影,図化","8000,,1000","130.0KM2,3.7KM2",関宮町,西日本建設コンサルタント,"58.6.15,59.5.31",259,,,,「全域」削除,,,
兵庫県,東浦町,道路台帳,"撮影,図化","8000,,1000","24.7KM2,3.9KM2",東浦町,国際航業,"59.3.1,59.9.30",1374,,,,「全域」削除,,,
兵庫県,南淡町,道路台帳,"撮影,図化","8000,,1000","86.9KM2,10.2KM2",南淡町,国際航業,"59.3.1,60.2.28",1373,,,,「全域」削除,,,
兵庫県,浜坂町,道路台帳,"撮影,撮影,図化,図化","8000,,500,,1000,,2500","103.9KM2,1.6KM2,7.0KM2,19.7KM2",浜坂町,パスコ,"58.12.26,60.3.20",1229,,,,「全域」削除,,,
兵庫県,日高町,道路台帳,"撮影,図化","8000,,1000","151.3KM2,18.6KM2",日高町,パスコ,"58.5.7,59.9.30",103,,,,,,,
兵庫県,氷上町,"都市計画,道路台帳","撮影,図化,図化","8000,,1000,,2000","110.2KM2,6.5KM2,45.0KM2",氷上町,パスコ,"58.12.23,60.4.30",1227,,,,「全域」削除,,,
兵庫県,北淡町,道路台帳,"撮影,図化","8000,,1000","50.6KM2,7.2KM2",北淡町,パスコ,"58.12.6,59.7.31",1056,,,,,,,
兵庫県,緑町,道路台帳,"撮影,図化","8000,,1000","27.8KM2,6.0KM2",緑町,アジア航測,"58.6.9,59.2.29",228,,,,「全域」削除,,,
兵庫県,神戸市,土砂採取計画,"撮影,図化","8000,,1000","86.0KM2,8.0KM2",神戸市,東日本航空,"58.5.10,59.3.31",112,,,,,,,
兵庫県,姫路市,都市計画,"撮影,図化修正","12500,,2500","50.0KM2,38.7KM2",姫路市,パスコ,"58.10.1,59.2.7",816,図化修正,,,,,,
