都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期
北海道,"妹背牛町,",その他,"基準点測量,基準点測量","３級,,４級","40point,107point","北海道空知総合振興局 
助言　　　H27.7.15  A0156","株式会社極東コンサルタ
ント","H27.7.3 
H28.2.17"
北海道,"千歳市,",その他,数値図化,2500,125.3KM2,"北海道千歳市 
助言　　　H27.7.9  A0157   ","株式会社シン技術コンサ
ル","H27.7.1 
H28.3.22"
北海道,"洞爺湖町,",その他,基準点測量,２級,2point,"北海道胆振総合振興局 
助言　　　H27.7.9  A0158",株式会社みずほ栄設計,"H27.7.2 
H27.9.30"
北海道,"八雲町,",その他,基準点測量,３級,6point,"北海道渡島総合振興局 
助言　　　H27.7.9  A0159","株式会社帝国設計事務
所","H27.7.10 
H27.9.10"
北海道,"浦臼町,",その他,基準点測量,３級,6point,"北海道空知総合振興局 
助言　　　H27.7.15  A0160","北海道調査補償株式会
社","H27.7.3 
H27.8.31"
北海道,"釧路町,",その他,基準点測量,２級,5point,"北海道釧路総合振興局 
助言　　　H27.7.10  A0161","北海道キング設計株式
会社","H27.7.2 
H27.12.21"
北海道,"豊頃町,",その他,"基準点測量,基準点測量","１級,,３級","2point,3point","北海道十勝総合振興局 
助言　　　H27.7.10  A0162",株式会社中央エンジニア,"H27.7.3 
H28.2.26"
北海道,"滝上町,",その他,基準点測量,２級,5point,"北海道滝上町 
助言　　　H27.7.10  A0163",株式会社ムラコシ,"H27.6.16 
H28.2.15"
北海道,"鷹栖町,",その他,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道上川総合振興局 
助言　　　H27.7.9  A0164","新栄コンサルタント株式
会社","H27.7.6 
H28.3.10"
北海道,"鷹栖町,",その他,"基準点測量,基準点測量","１級,,３級","1point,6point","北海道上川総合振興局 
助言　　　H27.7.9  A0165","株式会社ランドプランニ
ング","H27.7.6 
H28.2.26"
北海道,"美深町,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H27.7.9  A0166",株式会社ネクシス光洋,"H27.7.3 
H27.10.30"
北海道,"浦臼町,",その他,基準点測量,３級,9point,"北海道空知総合振興局 
助言　　　H27.7.17  A0167","株式会社前谷土木設計
事務所","H27.7.3 
H28.1.8"
北海道,"鹿追町,",その他,"基準点測量,基準点測量","２級,,３級","1point,12point","北海道十勝総合振興局 
助言　　　H27.7.9  A0168",株式会社ズコーシャ,"H27.7.7 
H28.2.29"
北海道,"富良野市,",その他,基準点測量,３級,2point,"北海道開発局旭川開発建設部 
助言　　　H27.7.9  A0169","アトラス・サーベイ株式会
社","H27.7.7 
H27.11.24"
北海道,"別海町,",その他,基準点測量,２級,3point,"北海道開発局釧路開発建設部 
助言　　　H27.7.10  A0170","サンスイコンサルタント株
式会社","H27.7.1 
H28.1.18"
北海道,"別海町,",その他,基準点測量,２級,3point,"北海道開発局釧路開発建設部 
助言　　　H27.7.10  A0171",株式会社アルト技研,"H27.7.3 
H28.1.21"
北海道,"愛別町,",その他,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","20,,2500","147.4KM2,87.3KM2","北海道愛別町 
助言　　　H27.7.10  A0172",株式会社ＧＩＳ北海道,"H27.7.8 
H28.2.10"
北海道,"清水町,芽室町,",その他,"基準点測量,基準点測量","１級,,２級","1point,3point","北海道開発局帯広開発建設部 
助言　　　H27.7.10  A0173","大開技術コンサルタント
株式会社","H27.7.13 
H27.10.30"
北海道,"幌加内町,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H27.7.10  A0174","株式会社イズム・グリー
ン","H27.7.6 
H28.3.22"
北海道,"中富良野町,",その他,基準点測量,４級,154point,"北海道上川総合振興局 
助言　　　H27.7.10  A0175","株式会社極東コンサルタ
ント","H27.7.9 
H28.2.15"
北海道,"標茶町,",その他,"基準点測量,基準点測量","２級,,３級","4point,3point","北海道釧路総合振興局 
助言　　　H27.7.17  A0176","株式会社小出コンサルタ
ント","H27.7.9 
H27.10.30"
北海道,"上士幌町,",その他,基準点測量,２級,3point,"北海道上士幌町 
助言　　　H27.7.17  A0177",株式会社ズコーシャ,"H27.7.9 
H27.11.20"
北海道,"広尾町,",その他,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道開発局帯広開発建設部 
助言　　　H27.7.17  A0178","株式会社富士雄設計コ
ンサルタント","H27.7.8 
H27.9.18"
北海道,"登別市,",その他,基準点測量,３級,2point,"北海道胆振総合振興局 
助言　　　H27.7.10  A0179",株式会社菅原測量設計,"H27.7.9 
H27.8.31"
北海道,"むかわ町,",その他,基準点測量,３級,3point,"北海道開発局室蘭開発建設部 
助言　　　H27.7.10  A0180","ＮＴＣコンサルタンツ株式
会社","H27.6.30 
H28.1.29"
北海道,"妹背牛町,",その他,"基準点測量,基準点測量","３級,,４級","22point,71point","北海道空知総合振興局 
助言　　　H27.7.17  A0181",北日本測地株式会社,"H27.7.9 
H28.2.17"
北海道,"積丹町,",その他,基準点測量,２級,2point,"北海道開発局小樽開発建設部 
助言　　　H27.7.10  A0182","北海道道路エンジニアリ
ング株式会社","H27.7.7 
H28.1.29"
北海道,"木古内町,",その他,基準点測量,２級,1point,"北海道開発局函館開発建設部 
助言　　　H27.7.10  A0183","アース測量設計株式会
社","H27.7.7 
H27.9.30"
北海道,"八雲町,",その他,"数値撮影(デジタル),数値図化","12,,1000","14.02KM2,2KM2","北海道渡島総合振興局 
助言　　　H27.7.10  A0184","株式会社シン技術コンサ
ル","H27.7.2 
H28.3.10"
北海道,"遠別町,",その他,基準点測量,２級,4point,"北海道留萌振興局 
助言　　　H27.7.13  A0185",留萌測量設計株式会社,"H27.7.13 
H27.8.20"
北海道,"栗山町,",その他,"基準点測量,基準点測量","３級,,４級","17point,112point","北海道空知総合振興局 
助言　　　H27.7.22  A0186",明和測量工業株式会社,"H27.7.13 
H28.2.10"
北海道,"栗山町,",その他,"基準点測量,基準点測量","３級,,４級","24point,87point","北海道空知総合振興局 
助言　　　H27.7.22  A0187","株式会社空知コンサルタ
ント","H27.7.13 
H28.2.10"
北海道,"恵庭市,",その他,基準点測量,２級,4point,"北海道開発局札幌開発建設部
札幌南農業事務所 
助言　　　H27.7.27  A0188","株式会社フロンティア技
研","H27.7.10 
H28.2.29"
北海道,"共和町,",その他,"基準点測量,基準点測量","３級,,４級","8point,16point","北海道後志総合振興局 
助言　　　H27.7.14  A0189",北日本測地株式会社,"H27.7.13 
H28.3.1"
北海道,"安平町,苫小牧市,",その他,基準点測量,３級,6point,"北海道開発局室蘭開発建設部 
助言　　　H27.7.14  A0190","サンスイコンサルタント株
式会社","H27.7.10 
H27.11.27"
北海道,"旭川市,",その他,基準点測量,３級,1point,"北海道旭川市 
助言　　　H27.7.15  A0191","株式会社三共コンサルタ
ント","H27.7.13 
H27.9.30"
北海道,"共和町,岩内町,",その他,"基準点測量,基準点測量","１級,,３級","3point,15point","北海道開発局小樽開発建設部 
助言　　　H27.7.15  A0192","大開技術コンサルタント
株式会社","H27.7.27 
H27.8.31"
北海道,"釧路市,",その他,基準点測量,２級,1point,"北海道開発局釧路開発建設部 
助言　　　H27.7.24  A0193","株式会社小出コンサルタ
ント","H27.7.14 
H27.11.20"
北海道,"士幌町,",その他,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","3point,4point,24point","北海道十勝総合振興局 
助言　　　H27.7.24  A0194","株式会社ルーラルエンジ
ニア","H27.7.14 
H28.2.20"
北海道,"日高町,",その他,MMS計測,500,6.6km,"北海道日高町 
助言　　　H27.7.16  A0195",株式会社ＧＩＳ北海道,"H27.7.15 
H27.11.30"
北海道,"広尾町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道開発局帯広開発建設部 
助言　　　H27.7.24  A0196","株式会社土木技術コン
サルタント","H27.6.26 
H27.10.23"
北海道,"釧路市,",その他,基準点測量,３級,4point,"北海道開発局釧路開発建設部 
助言　　　H27.7.24  A0197","株式会社小出コンサルタ
ント","H27.7.15 
H27.11.20"
北海道,"由仁町,",その他,基準点測量,３級,15point,"北海道空知総合振興局 
助言　　　H27.7.27  A0198","上島技術コンサルタント
株式会社","H27.7.15 
H28.2.19"
北海道,"訓子府町,北見市,",その他,"基準点測量,基準点測量","２級,,３級","5point,1point","北海道開発局網走開発建設部 
助言　　　H27.7.24  A0199",株式会社ドボク管理,"H27.7.16 
H27.9.29"
北海道,"乙部町,",その他,基準点測量,２級,1point,"北海道渡島総合振興局 
助言　　　H27.7.21  A0200",協友測量設計株式会社,"H27.7.16 
H28.1.20"
北海道,"黒松内町,蘭越町,",その他,基準点測量,道路基準点,38.214km,"北海道開発局小樽開発建設部 
助言　　　H27.7.21  A0201","スミセキ・ジオテクノ株式
会社","H27.7.27 
H27.9.17"
北海道,"増毛町,北竜町,雨竜町,新十津川町,当別町,石狩市,留萌市,",森林計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ),同時調整","40,,5000,,5000","1250KM2,1354KM2,1354KM2","北海道 
助言　　　H27.7.21  A0202",アジア航測株式会社,"H27.6.30 
H28.1.29"
北海道,"幕別町,大樹町,",その他,基準点測量,３級,3point,"北海道開発局帯広開発建設部 
助言　　　H27.7.24  A0203",丸菱測量設計株式会社,"H27.7.17 
H27.9.29"
北海道,"北斗市,",その他,基準点測量,２級,2point,"北海道渡島総合振興局 
助言　　　H27.7.21  A0204",協友測量設計株式会社,"H27.7.16 
H27.10.30"
北海道,"蘭越町,",その他,"基準点測量,基準点測量","１級,,３級","9point,8point","北海道後志総合振興局 
助言　　　H27.7.21  A0205","株式会社帝国設計事務
所","H27.7.14 
H28.1.29"
北海道,"安平町,",その他,"基準点測量,基準点測量","１級,,３級","4point,14point","北海道胆振総合振興局 
助言　　　H27.7.21  A0206","株式会社ルーラルエンジ
ニア","H27.7.17 
H28.1.29"
北海道,"江別市,",その他,"基準点測量,基準点測量","１級,,３級","3point,14point","北海道石狩振興局 
助言　　　H27.7.28  A0207","パブリックコンサルタント
株式会社","H27.7.18 
H28.3.18"
北海道,"東神楽町,",その他,"基準点測量,基準点測量","２級,,３級","3point,3point","北海道上川総合振興局 
助言　　　H27.7.24  A0208","株式会社シン技術コンサ
ル","H27.7.18 
H28.3.18"
北海道,"釧路市,",その他,"基準点測量,基準点測量","２級,,４級","9point,60point","北海道開発局釧路開発建設部 
助言　　　H27.8.4  A0209","山下コンサルタント株式
会社","H27.7.15 
H27.10.27"
北海道,"厚岸町,",その他,基準点測量,３級,3point,"北海道厚岸町 
助言　　　H27.7.27  A0210",有限会社渋谷測量社,"H27.7.29 
H27.10.9"
北海道,"北竜町,",その他,基準点測量,２級,3point,"北海道空知総合振興局 
助言　　　H27.7.30  A0211",北海航測株式会社,"H27.7.22 
H27.10.30"
北海道,"北竜町,",その他,基準点測量,３級,5point,"北海道空知総合振興局 
助言　　　H27.7.30  A0212","株式会社帝国設計事務
所","H27.7.22 
H28.2.19"
北海道,"札幌市,",都市計画,数値図化,2500,258.5KM2,"北海道札幌市 
助言　　　H27.7.24  A0213","株式会社シン技術コンサ
ル","H27.7.27 
H28.1.1"
北海道,"浦河町,",その他,基準点測量,３級,1point,"北海道日高振興局 
助言　　　H27.7.24  A0214",株式会社桜井測量,"H27.7.23 
H28.1.8"
北海道,"上川町,",その他,基準点測量,２級,1point,"北海道開発局旭川開発建設部
旭川河川事務所 
助言　　　H27.7.27  A0215","株式会社土木開発セン
ター","H27.7.23 
H27.8.31"
北海道,"旭川市,",その他,基準点測量,街区多角点,1point,"北海道旭川市 
助言　　　H27.7.27  A0216",株式会社ヒロノ測建,"H27.7.23 
H27.10.13"
北海道,"浦河町,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道浦河町 
助言　　　H27.7.27  A0217","株式会社細道コンサルタ
ント","H27.7.22 
H27.9.30"
北海道,"美瑛町,",その他,基準点測量,３級,4point,"北海道開発局旭川開発建設部 
助言　　　H27.7.28  A0218","東光コンサルタント株式
会社","H27.6.26 
H27.11.27"
北海道,"上川町,",その他,"基準点測量,基準点測量","２級,,３級","2point,4point","北海道上川町 
助言　　　H27.7.29  A0219",ダイシン設計株式会社,"H27.7.27 
H27.10.30"
北海道,"中標津町,",その他,"基準点測量,基準点測量","２級,,３級","2point,3point","北海道釧路総合振興局 
助言　　　H27.7.30  A0220","北武コンサルタント株式
会社","H27.7.24 
H27.10.30"
北海道,"足寄町,",その他,"基準点測量,基準点測量","３級,,４級","3point,25point","北海道足寄町 
助言　　　H27.8.17  A0221",株式会社高崎,"H27.7.17 
H27.10.30"
北海道,"別海町,",その他,基準点測量,２級,3point,"北海道開発局釧路開発建設部 
助言　　　H27.7.30  A0222","株式会社イーエス総合研
究所","H27.7.15 
H28.2.5"
北海道,"別海町,",その他,基準点測量,２級,4point,"北海道開発局釧路開発建設部 
助言　　　H27.7.30  A0223","株式会社三幸測量設計
社","H27.7.23 
H28.1.27"
北海道,"留寿都村,",その他,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道開発局小樽開発建設部 
助言　　　H27.7.29  A0224",植田測量株式会社,"H27.7.28 
H27.11.4"
北海道,"共和町,",その他,"基準点測量,基準点測量","１級,,３級","1point,8point","北海道開発局小樽開発建設部 
助言　　　H27.7.29  A0225",株式会社ジオリサーチ,"H27.7.27 
H28.2.2"
